langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Fundamentals of Biochemistry: Life at the molecular level,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/284036,Voet,9789390395132,5th ed.,2020
,Fundamentals of Biomedical Transport Processes,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01645-5,Gerald Miller,9783031016455,,2010
,Fundamentals of Compressible Flow,New Age International,"Engineering , Mechanical , Chemical & Biochemical",http://elib4u.ipublishcentral.com/product/fundamentals-compressible-flow ,Yahya S M,9788122447903,5th ed.,2016
,Fundamentals of Compressible Flow- with Aircraft and Rocket Propulsion,New Age International,"Engineering , Chemical & Biochemical , Mechanical",http://elib4u.ipublishcentral.com/product/fundamentals-compressible-flow-aircraft-rocket-propulsion ,S M Yahya,9788122471854,6th ed.,2019
,"Fundamentals of Computation Theory: 10th International Conference, FCT '95 Dresden, Germany",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60249-6,Horst Reichel,9783540447702,965,1995
,"Fundamentals of Computation Theory: 8th International Conference, FCT '91 Gosen, Germany",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54458-5,L. Budach,9783540383918,529,1991
,"Fundamentals of Computation Theory: 9th International Conference, FCT '93 Szeged, Hungary",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57163-9,Zoltán Ésik,9783540479239,710,1993
,"Fundamentals of Computation Theory: FCT '85 Cottbus, GDR",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0028784,Lothar Budach,9783540396369,199,1985
,"Fundamentals of Computation Theory: International Conference FCT '87 Kazan, USSR",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-18740-5,"Lothar Budach, Rais Gatič Bukharajev, Oleg Borisovič Lupanov",9783540481386,278,1987
,"Fundamentals of Computation Theory: International Conference FCT '89 Szeged, Hungary",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51498-8,"J. Csirik, J. Demetrovics, F. Gécseg",9783540481805,380,1989
,"Fundamentals of Computation Theory: Proceedings of the 1977 International FCT-Conference, Poznań-Kórnik, Poland",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-08442-8,Marek Karpiński,9783540370840,56,1977
,"Fundamentals of Computation Theory: Proceedings of the 1981 International FCT-Conference, Szeged, Hungary ",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-10854-8,Ferenc Gécseg,9783540387657,117,1981
,Fundamentals of Computing and Programming,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9781259084751/?brand=mcgrawhillindia.vitalsource.com  ,E Balagurusamy,,2nd ed.,2011
,Fundamentals of corporate finance ,Pearson,B&E,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,"Berk, Jonathan &DeMarzo, Peter Harford, Jarrad",9780135811627,5th ed.,2019
,Fundamentals of Cryogenic Engineering,PHI,Mechanical,https://elibrary.phindia.com/ebooks/reader/9789354430848,"Mukhopadhyay, Mamata",9789354430848,,2016
,Fundamentals of Digital Circuits,PHI,Electronics,https://elibrary.phindia.com/ebooks/reader/9789390669356,Anand Kumar,9789390669356,4th ed.,2021
,Fundamentals of Digital Communication,Cambridge University Press,"Engineering, Communications and Signal Processing,Wireless Communications",https://doi.org/10.1017/CBO9780511807046,Madhow,9780511807046,,2011
,Fundamentals of Digital Forensics,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38954-3,Joakim Kävrestad,9783030389543,,2020
,Fundamentals of Driving Patterns and Driving Cycles,Synthesis Collection of Technology (R0),Automotive Engineering,https://doi.org/10.1007/978-3-031-76863-7,José I. Huertas,9783031768637,,2025
,Fundamentals of Electromagnetics,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-79414-8,David Voltmer,9783031794148,,2007
,Fundamentals of Electromagnetics 2,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01700-1,David Voltmer,9783031017001,,2007
,Fundamentals of Electronics,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Fields, Waves and Electromagnetics, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79873-3,"Thomas F. Schubert, Ernest M. Kim",9783031798733,,2015
,Fundamentals of Electronics,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Fields, Waves and Electromagnetics, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79876-4,"Thomas F. Schubert, Ernest M. Kim",9783031798764,,2016
,Fundamentals of Electronics,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Fields, Waves and Electromagnetics, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79883-2,"Thomas F. Schubert, Ernest M. Kim",9783031798832,,2016
,Fundamentals of Electronics,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Fields, Waves and Electromagnetics, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79886-3,"Thomas F. Schubert, Ernest M. Kim",9783031798863,,2016
,Fundamentals of Engineering Economics and Decision Analysis,Synthesis Collection of Technology (R0),Engineering Profession,https://doi.org/10.1007/978-3-031-79348-6,"David Whitman, Ronald Terry",9783031793486,,2012
,Fundamentals of Fibre Optics in Telecommunication and Sensor Systems,New Age International,"Engineering , Electronics , Optics , Telecommunications",http://elib4u.ipublishcentral.com/product/fundamentals-fibre-optics-in-telecommunication-sensor-systems ,B P Pal,9788122441185,2nd ed.,2015
,Fundamentals of Guided-Wave Optoelectronic Devices,Cambridge University Press,"Physics and Astronomy,Engineering, Electronic, Optoelectronic Devices, and Nanotechnology,Optics, Optoelectronics and Photonics",https://doi.org/10.1017/CBO9780511807114,Chang,9780511807114,,2021
,Fundamentals of Heat and Mass Transfer,CBS Publishers,Mechanical Engineering,https://www.eduport-global.com/product/fundamentals-heat-mass-transfer50090896,S.C. Bhatia,9789389017656,,2020
,Fundamentals of Laser Interactions,Springer,Physics,http://dx.doi.org/10.1007/3-540-15640-2,F. Ehlotzky,9783540395034,229,1985
,Fundamentals of Laser Interactions II,Springer,Physics,http://dx.doi.org/10.1007/3-540-51430-9,F. Ehlotzky,9783540481232,339,1989
,Fundamentals of machining and machine tools,Taylor & Francis ,"Industrial Engineering , Manufacturing Engineering","http://www.taylorfrancis.com/books/Industrial Engineering , Manufacturing Engineering","Boothroyd, Geoffrey &Knight",9780429114243,3rd ed.,2005
,Fundamentals of Metal Cutting and Machine Tools,New Age International,"Engineering , Mechanical , Metallurgy",http://elib4u.ipublishcentral.com/product/fundamentals-metal-cutting-machine-tools ,"B L Juneja  , G S Sekhon  , Nitin Seth",9788122470628,2nd ed.,2003
,Fundamentals of Metal Forming Processes,New Age International,"Engineering , Mechanical , Material Science",http://elib4u.ipublishcentral.com/product/fundamentals-metal-forming-processes ,B L  Juneja,9788122444926,2nd ed.,2010
,Fundamentals of Microwave Photonics,Wiley,"Physical Sciences & Engineering, Electrical & Electronics Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/9781119029816,Urick Jr.,9781119029786,,2015
,Fundamentals of Modern VLSI Devices,Cambridge University Press,"Condensed Matter Physics,Electronic, Optoelectronic Devices, and Nanotechnology,Engineering,Physics and Astronomy",https://doi.org/10.1017/9781108847087,Taur,9781108847087,3rd ed.,2012
,Fundamentals of Object Databases,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01844-2,"Suzanne Dietrich, Susan Urban",9783031018442,,2011
,Fundamentals of Ontological Commitment,De Gruyter,"Metaphysics, Ontology , Metaphysics, Ontology",http://www.degruyter.com/isbn/9783110459036,"Valore, Paolo",9783110459036,,2016
,Fundamentals of Optical Waves and Lasers,Synthesis Collection of Technology (R0),Photonics,https://doi.org/10.1007/978-3-031-18188-7,Sanichiro Yoshida,9783031181887,,2023
,Fundamentals of Pattern Recognition and Machine Learning,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-27656-0,Ulisses Braga-Neto,9783030276560,,2020
,Fundamentals of Photonics,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/282687,Saleh,9788126597482,2nd ed.,2020
,Fundamentals of Physical Chemistry,Pearson India,Science: Chemistry,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5125041,"Ganguly, Ananya",9788131776049,2nd ed.,2012
,Fundamentals of Physical Design and Query Compilation,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01881-7,"David Toman, Grant Weddell",9783031018817,,2011
,Fundamentals of Plastics Thermoforming,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas",https://doi.org/10.1007/978-3-031-02392-7,Peter Klein,9783031023927,,2009
,Fundamentals of Plastics Thermoforming,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas",https://doi.org/10.1007/978-3-031-63528-1,"Peter Klein, Michael Kennedy",9783031635281,2nd ed.,2025
,Fundamentals of Polymer Science for Engineers,Wiley,"Physical Sciences & Engineering, Materials Science",https://onlinelibrary.wiley.com/doi/book/10.1002/9783527802180,Fakirov,9783527802180,,2017
,Fundamentals of Power Electronics,Springer Nature,Engineering,https://doi.org/10.1007/978-3-030-43881-4,"Robert W. Erickson, Dragan Maksimović",9783030438814,,2020
,Fundamentals of Programming Languages,Springer Nature,Computer Science,https://doi.org/10.1007/978-3-642-69406-6,E. Horowitz,9783642694066,,1984
,Fundamentals of Quantum Entanglement,Institute of Physics Publishing ,"Physcis , Quantum science",https://iopscience.iop.org/book/978-0-7503-2228-7,"Duarte, F J",9780750322263,,2019
,Fundamentals of quantum information ,World Scientific,Quantum Mechanics,https://www.worldscientific.com/worldscibooks/10.1142/12016#t=toc,"Sagawa, Hiroyuki &Yoshida, Nobuaki",9789811227226,,2020
,Fundamentals of Quantum Mechanics,Cambridge University Press,"Physics and Astronomy,Engineering, Optics, Optoelectronics and Photonics,Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9781139165273,Tang,9781139165273,,2012
,Fundamentals of Quantum Optics II,Springer,Physics,http://dx.doi.org/10.1007/3-540-18035-4,Fritz Ehlotzky,9783540477167,282,1987
,Fundamentals of Quantum Optics III,Springer,Physics,http://dx.doi.org/10.1007/BFb0113551,Fritz Ehlotzky,9783540479741,420,1993
,Fundamentals of Reasons,Oxford University Press,Philosophy of Mind,https://doi.org/10.1093/oso/9780192896278.001.0001,M. Schroeder et al,9780198911050,,2024
,Fundamentals of Reinforced Concrete Design,PHI,Civil Engineering,https://elibrary.phindia.com/ebooks/reader/9789354430756,"Gambhir, M. L.",9789354430756,,2020
,Fundamentals of Resource Allocation in Wireless Networks,Springer Nature,Engineering,https://doi.org/10.1007/978-3-540-79386-1,"Slawomir Stanczak, Marcin Wiczanowski, Holger Boche",9783540793861,,2008
,Fundamentals of Respiratory System and Sounds Analysis,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01617-2,Zahra Moussavi,9783031016172,,2006
,Fundamentals of Semiconductor Devices,McGraw Hill,Electronics,https://resolver.vitalsource.com/9781259082573/?brand=mcgrawhillindia.vitalsource.com  ,Achuthan,,,2006
,Fundamentals of Software Startups,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-35983-6,"Anh Nguyen-Duc, Jürgen Münch, Rafael Prikladnicki, Xiaofeng Wang, Pekka Abrahamsson",9783030359836,,2020
,Fundamentals of Solid Mechanics : A Treatise on Strength of Materials,PHI,Civil Engineering,https://elibrary.phindia.com/ebooks/reader/9789354433610,"Gambhir, M. L.",9789354433610,,2025
,Fundamentals of Spread Spectrum Modulation,Synthesis Collection of Technology (R0),"Communication, Networking and Broadcast Technologies",https://doi.org/10.1007/978-3-031-01674-5,Rodger E. Ziemer,9783031016745,,2007
,Fundamentals of Surveying,PHI,Civil Engineering,https://elibrary.phindia.com/ebooks/reader/9789354436871,"Roy, S. K.",9789354436871,2nd ed.,2025
,Fundamentals of Telecommunications,Wiley,"Electrical & Electronics Engineering, Electrical & Electronics Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/0471224162,Freeman,9780471224167,,1999
,Fundamentals of the Finite Element Method for Heat and Fluid Flow,Wiley,"Physical Sciences & Engineering, Mechanical Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/0470014164,Lewis,9780470014165,,2004
,Fundamentals of the Theory of Operator Algebras. Volume I,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/015/,Richard V. Kadison; John R. Ringrose,9781470420727,,1997
,Fundamentals of the Theory of Operator Algebras. Volume II,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/016/,Richard V. Kadison; John R. Ringrose,9781470420734,,1997
,Fundamentals of Thermodynamics,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/348564,Borgnakke,9789354642241,10th ed.,2022
,Fundamentals of Wireless Communication,Cambridge University Press,"Computer Science,Engineering, Distributed, Networked and Mobile Computing,Wireless Communications",https://doi.org/10.1017/CBO9780511807213,Tse/Viswanath,9780511807213,,2012
,Funtional Programming Languages in Education,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60675-0,"Pieter H. Hartel, Rinus Plasmeijer",9783540492528,1022,1995
,Fusion Reactions Below the Coulomb Barrier,Springer,Physics,http://dx.doi.org/10.1007/3-540-13918-4,S. G. Steadman,9783540391463,219,1985
,Future Data and Security Engineering,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-63924-2,"Tran Khanh Dang, Josef Küng, Makoto Takizawa, Tai M. Chung",9783030639242,,2020
,"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-33-4370-2,"Tran Khanh Dang, Josef Küng, Makoto Takizawa, Tai M. Chung",9789813343702,,2020
,Future for Knowledge Acquisition,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58487-0,"Luc Steels, Guus Schreiber, Walter Velde",9783540490067,867,1994
,Future of Digital Work: The Challenge of Inequality,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-64697-4,"Rajendra K. Bandi, Ranjini C. R., Stefan Klein, Shirin Madon, Eric Monteiro",9783030646974,,2020
,Future of Long COVID,Synthesis Collection of Technology (R0),Health Informatics,https://doi.org/10.1007/978-3-031-40474-0,Melissa Smallwood,9783031404740,,2024
,Future of Networks,Synthesis Collection of Technology (R0),Communications Engineering,https://doi.org/10.1007/978-3-031-71440-5,Dhiman Deb Chowdhury,9783031714405,,2025
,"Future of Personal Information Management, Part I",Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02278-4,William Jones,9783031022784,,2012
,Future Parallel Computers,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-18203-9,"P. Treleaven, M. Vanneschi",9783540478065,272,1987
,"Future Tendencies in Computer Science, Control and Applied Mathematics",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-56320-2,"A. Bensoussan, J. -P. Verjus",9783540475200,653,1992
,Futuristic Trends in Networks and Computing Technologies,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-4451-4,"Pradeep Kumar Singh, Sanjay Sood, Yugal Kumar, Marcin Paprzycki, Anton Pljonkin, Wei-Chiang Hong",9789811544514,,2020
,Fuzzy Information Retrieval,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02307-1,"Donald H. Kraft, Erin Colvin",9783031023071,,2017
,Fuzzy Logic and Fuzzy Control,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58279-7,"Dimiter Driankov, Peter W. Eklund, Anca L. Ralescu",9783540486022,833,1994
,Fuzzy Logic in Artificial Intelligence Towards Intelligent Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-62474-0,"Trevor P. Martin, Anca L. Ralescu",9783540497325,1188,1996
,"Fuzzy Logic in Artificial Intelligence: 8th Austrian Artificial Intelligence Conference, FLAI '93 Linz, Austria",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-56920-0,"Erich P. Klement, Wolfgang Slany",9783540477822,695,1993
,"Fuzzy Logic in Artificial Intelligence: IJCAI '93 Workshop Chamberry, France",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58409-9,Anca L. Ralescu,9783540487807,847,1994
,"Fuzzy Logic, Neural Networks, and Evolutionary Computation",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61988-7,"Takeshi Furuhashi, Yoshiki Uchikawa",9783540495819,1152,1996
,Fuzzy Mathematics,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-73834-0,Apostolos Syropoulos,9783031738340,,2025
,Fuzzy Set Theory,SAGE Publications Ltd,Fuzzy Set Theory,https://doi.org/10.4135/9781412984300,Michael Smithson; Jay Verkuilen,9781412984300,,2006
,Fuzzy Transforms for Image Processing and Data Analysis,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-44613-0,"Ferdinando Di Martino, Salvatore Sessa",9783030446130,,2020
,GAG: A Practical Compiler Generator,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0034297,"Uwe Kastens, Brigitte Hutt, Erich Zimmermann",9783540393535,141,1982
,Galactic Dynamics and N-Body Simulations,Springer,Physics,http://dx.doi.org/10.1007/3-540-57983-4,"G. Contopoulos, N. K. Spyrou, L. Vlahos",9783540484097,433,1994
,Galactic High-Energy Astrophysics High-Accuracy Timing and Positional Astronomy,Springer,Physics,http://dx.doi.org/10.1007/3-540-56874-3,"J. Paradijs, H. M. Maitzen",9783540477679,418,1993
,Galaxies in the Young Universe,Springer,Physics,http://dx.doi.org/10.1007/BFb0102355,"Hans Hippelein, Klaus Meisenheimer, Hermann-Josef Röser",9783540478003,463,1995
,Galerkin Finite Element Methods for Parabolic Problems,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071790,Vidar Thomée,9783540387930,1054,1984
,Gallium Nitride and Silicon Carbide Power Devices,World Scientific,Electrical & Electronic Engineering,https://www.worldscientific.com/worldscibooks/10.1142/10027#t=toc,B Jayant Baliga,9789813109414,,2017
,Game Changer,Taylor & Francis,"Economics, Finance, Business & Industry, Environment and Sustainability, Business, Management and Marketing, Environment & Business",www.taylorfrancis.com/books/9780429431890,"Gray , Alistair",9780429431890,,2018
,Game Design for Free-to-Play Live Service,Synthesis Collection of Technology (R0),Computer Graphics,https://doi.org/10.1007/978-3-031-56156-6,Stanislav Stanković,9783031561566,,2024
,Game Theory,SAGE Publications Ltd,Game Theory,https://doi.org/10.4135/9781412984317,Frank C. Zagare,9781412984317,,1984
,Game Theory,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02118-3,Andrew McEachern,9783031021183,,2017
,Game Theory and Mechanism Design,World Scientific,"Computer Science, Artificial Intelligence / Machine Learning",https://www.worldscientific.com/worldscibooks/10.1142/8902#t=toc,Narahari Y,9789814525053,,2014
,Game Theory and Partial Differential Equations,De Gruyter,Differential Equations and Dynamical Systems,http://www.degruyter.com/isbn/9783110621792,"Blanc, Pablo / Rossi, Julio Daniel",9783110621792,,2019
,Game Theory for Data Science,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01577-9,"Boi Faltings, Goran Radanovic",9783031015779,,2017
,Game Theory for Wireless Engineers,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas",https://doi.org/10.1007/978-3-031-01672-1,"Allen B. MacKenzie, Luiz A. DaSilva",9783031016721,,2006
,Game Theory Topics,SAGE Publications Ltd,Game Theory,https://doi.org/10.4135/9781412984324,Brian D. Humes; Evelyn C. Fink; Scott Gates,9781412984324,,1998
,Game User Experience And Player-Centered Design,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-37643-7,Barbaros Bostan,9783030376437,,2020
,Games and Learning Alliance,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-63464-3,"Iza Marfisi-Schottman, Francesco Bellotti, Ludovic Hamon, Roland Klemke",9783030634643,,2020
