langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Distributed Software Agents and Applications,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61157-6,"John W. Perram, Jean-Pierre Müller",9783540683353,1069,1996
,Distributed Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-15216-4,"M. Paul, H. J. Siegert, M. W. Alford, J. P. Ansart, G. Hommel, L. Lamport, B. Liskov, G. P. Mullery, F. B. Schneider",9783540393634,190,1985
,Distributed Systems — Architecture and Implementation,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-10571-9,"D. W. Davies, E. Holler, E. D. Jensen, S. R. Kimbleton, B. W. Lampson, G. LeLann, K. J. Thurber, R. W. Watson",9783540699835,105,1981
,Distributed Systems: Pearson New International Edition,Pearson Education,Computer Science/IT,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5174816,"Tanenbaum, Andrew S;Van Steen, Maarten",9781292038001,2nd ed.,2014
,"Distributed, Ambient and Pervasive Interactions",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50344-4,"Norbert Streitz, Shin'ichi Konomi",9783030503444,,2020
,Distributions,De Gruyter,Analysis,http://www.degruyter.com/isbn/9783110269291,"Bhattacharyya, Pulin Kumar",9783110269291,,2012
,Distributions and Nonlinear Partial Differential Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067792,Elemer E. Rosinger,9783540357070,684,1978
,Diverses questions de mécanique et de thermodynamique classiques et relativistes,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-49267-2,Louis Broglie,9783540492672,32,1995
,Diversity in Visualization,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02606-5,"Ron Metoyer, Kelly Gaither",9783031026065,,2019
,"D-modules, Representation Theory, and Quantum Groups",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0073464,"Louis Boutet Monvel, Corrado Concini, Claudio Procesi, Pierre Schapira, Michèle Vergne",9783540481959,1565,1993
,DNA Chromatography,Wiley,"Life Sciences, Cell & Molecular Biology",https://onlinelibrary.wiley.com/doi/book/10.1002/3527600744,Gjerde,9783527600748,,2002
,Do the Math!,SAGE Publications Ltd,Do the Math!,https://doi.org/10.4135/9781483349657,John K. White,9781483349657,,2013
,Do We Really Understand Quantum Mechanics?,Cambridge University Press,"Physics and Astronomy, Quantum Physics, Quantum Information and Quantum Computation,History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781139177160,LaloÃ«,9781139177160,,2012
,Document Analysis Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57058-3,"Xiang Bai, Dimosthenis Karatzas, Daniel Lopresti",9783030570583,,2020
,Documentary Research in the Social Sciences,SAGE Publications Ltd,Documentary Research,https://doi.org/10.4135/9781529716559,Cassell,9781529716559,,2019
,Documenting the Future: Navigating Provenance Metadata Standards,Synthesis Collection of Technology (R0),Information Storage and Retrival,https://doi.org/10.1007/978-3-031-18700-1,"Rhiannon Bettivia, Yi-Yun Cheng, Michael Robert Gryk",9783031187001,,2022
,Documenting Trauma in Comics,Springer Nature,"Literature, Cultural and Media Studies",https://link.springer.com/openurl?genre=book&isbn=978-3-030-37998-8,"Dominic Davies, Candida Rifkind",9783030379988,,2020
,Documents of Life 2,SAGE Publications Ltd,"Sociology, Biographical methods",https://doi.org/10.4135/9781849208888,Ken Plummer,9781849208888,2nd ed.,2001
,Doing & Writing Qualitative Research,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781446287958,Adrian Holliday,9781446287958,2nd ed.,2007
,Doing Action Research,SAGE Publications Ltd,Action research in education,https://doi.org/10.4135/9780857024398,Min Wilkie; Claire Taylor; Judith Baser,9780857024398,,2006
,Doing Conversation Analysis,SAGE Publications Ltd,"Conversation analysis,",https://doi.org/10.4135/9781849208895,Paul ten Have,9781849208895,2nd ed.,2007
,"Doing Conversation, Discourse and Document Analysis",SAGE Publications Ltd,Document Analysis,https://doi.org/10.4135/9781849208901,Tim Rapley,9781849208901,,2008
,"Doing Conversation, Discourse and Document Analysis",SAGE Publications Ltd,"Documentation, analysis",https://doi.org/10.4135/9781526441843,Tim Rapley,9781526441843,2nd ed.,2018
,Doing Criminological Research,SAGE Publications Ltd,Criminology -- Research,https://doi.org/10.4135/9780857024404,Pamela Davies; Peter Francis; Victor Jupp,9780857024404,,2000
,Doing Critical Ethnography,SAGE Publications Ltd,Ethnology--Methodology,https://doi.org/10.4135/9781412983945,Jim Thomas,9781412983945,,1992
,Doing Critical Management Research,SAGE Publications Ltd,"Management, Research",https://doi.org/10.4135/9781849208918,Stanley Deetz; Mats Alvesson,9781849208918,,2000
,Doing Development Research,SAGE Publications Ltd,Developing countries,https://doi.org/10.4135/9781849208925,Vandana Desai; Rob Potter,9781849208925,,2006
,Doing Discourse Research,SAGE Publications Ltd,Sociology of,https://doi.org/10.4135/9781473957640,Reiner Keller,9781473957640,,2013
,Doing Ethnographic and Observational Research,SAGE Publications Ltd,Ethnography,https://doi.org/10.4135/9781849208932,Michael Angrosino,9781849208932,,2008
,Doing Ethnographic Research,SAGE Publications Ltd,Ethenography-research,https://doi.org/10.4135/9781544334080,Kimberly Kirner,9781544334080,,2020
,Doing Ethnographies,SAGE Publications Ltd,"Ethnology, Methodology",https://doi.org/10.4135/9781849208949,Ian Cook; Mike Crang,9781849208949,,2007
,Doing Ethnography,SAGE Publications Ltd,"Ethnology, Research",https://doi.org/10.4135/9780857028976,Giampietro Gobo,9780857028976,,2008
,Doing Ethnography,SAGE Publications Ltd,Ethnography,https://doi.org/10.4135/9781526441874,Amanda Coffey,9781526441874,,2018
,Doing Excellent Small-Scale Research,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781473913936,Derek Layder,9781473913936,,2013
,Doing Fieldwork,SAGE Publications Ltd,"Social sciences, Fieldwork.",https://doi.org/10.4135/9781473966383,Christopher Pole; Sam Hillyard,9781473966383,,2016
,Doing Focus Groups,SAGE Publications Ltd,Focus groups,https://doi.org/10.4135/9781849208956,Rosaline Barbour,9781849208956,,2008
,Doing Focus Groups,SAGE Publications Ltd,Research techniques,https://doi.org/10.4135/9781526441836,Rosaline Barbour,9781526441836,2nd ed.,2018
,Doing Grounded Theory,SAGE Publications Ltd,Grounded Theory,https://doi.org/10.4135/9781529716658,Tight,9781529716658,,2018
,Doing International Research,SAGE Publications Ltd,"Research, Methodology.",https://doi.org/10.4135/9781473920361,Christopher Williams,9781473920361,,2015
,Doing Interviews,SAGE Publications Ltd,Interviewing,https://doi.org/10.4135/9781849208963,Steinar Kvale,9781849208963,,2008
,Doing Interviews,SAGE Publications Ltd,Interviewing,https://doi.org/10.4135/9781529716665,Flick,9781529716665,,2018
,Doing Legal Research,SAGE Publications Ltd,Legal research,https://doi.org/10.4135/9781412983952,Bruce D. Sales; Roberta Morris; Daniel W. Shuman,9781412983952,,1997
,Doing Management Research,SAGE Publications Ltd,"Management, Research",https://doi.org/10.4135/9781849208970,Raymond-Alain Thietart,9781849208970,,2001
,Doing Narrative Research,SAGE Publications Ltd,Narrative inquiry,https://doi.org/10.4135/9780857024992,Corinne Squire; Maria Tamboukou; Molly Andrews,9780857024992,,2008
,Doing Narrative Research,SAGE Publications Ltd,Narrative inquiry (Research method),https://doi.org/10.4135/9781526402271,Corinne Squire; Maria Tamboukou; Molly Andrews,9781526402271,2nd ed.,2013
,Doing Practitioner Research,SAGE Publications Ltd,Action research,https://doi.org/10.4135/9781849208994,Gill Green; Peter Martin; Mark Fox,9781849208994,,2007
,Doing Q Methodological Research,SAGE Publications Ltd,Q technique,https://doi.org/10.4135/9781446251911,Paul Stenner; Simon Watts,9781446251911,,2012
,Doing Qualitative Research Differently,SAGE Publications Ltd,"Social sciences,  Research",https://doi.org/10.4135/9781849209007,Tony Jefferson; Wendy Hollway,9781849209007,,2000
,Doing Qualitative Research Differently,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781526402233,Tony Jefferson; Wendy Hollway,9781526402233,2nd ed.,2013
,Doing Qualitative Research in Social Work,SAGE Publications Ltd,"Research,  Methodology",https://doi.org/10.4135/9781473906006,Sally Holland; Ian Shaw,9781473906006,,2014
,Doing Qualitative Research Online,SAGE Publications Ltd,"Qualitative research, Methodology",https://doi.org/10.4135/9781473921955,Janet E. Salmons,9781526485274,,2015
,Doing Qualitative Research Using Your Computer,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9780857024411,Chris Hahn,9780857024411,,2008
,Doing Quantitative Research in Education,SAGE Publications Ltd,"Education,  Research Methodology",https://doi.org/10.4135/9781849209014,Daniel Muijs,9781849209014,,2004
,Doing Quantitative Research in Education with SPSS,SAGE Publications Ltd,"Education,  Research",https://doi.org/10.4135/9781446287989,Daniel Muijs,9781446287989,2nd ed.,2011
,Doing Realist Research,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781526451729,Nick Emmel,9781526485472,,2018
,Doing Research,SAGE Publications Ltd,Conflict management,https://doi.org/10.4135/9781412983969,Daniel Druckman,9781412983969,,2005
,Doing Research in Cultural Studies,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781849209021,Paula Saukko,9781849209021,,2004
,Doing Research in Design,Bloomsbury Design Library,"Design, Research",https://doi.org/10.5040/9781474294010?locatt=label:secondary_bloomsburyVisualArts,Christopher Crouch & Jane Pearce,9781474294010,,2012
,Doing Research in Political Science,SAGE Publications Ltd,Political science -- Methodology,https://doi.org/10.4135/9781849209038,Jan Kleinnijenhuis; Paul Pennings; Hans Keman,9781849209038,2nd ed.,2006
,Doing Research with Children,SAGE Publications Ltd,"Children, Research  Methodology",https://doi.org/10.4135/9781849209045,Anne D Greig; Jayne Taylor; Tommy MacKay,9781849209045,2nd ed.,2007
,Doing Research with Children,SAGE Publications Ltd,"Children,  Research Methodology",https://doi.org/10.4135/9781526402219,Anne D Greig; Jayne Taylor; Tommy MacKay,9781526402219,3rd ed.,2013
,Doing Sensory Ethnography,SAGE Publications Ltd,"Ethnology, Fieldwork",https://doi.org/10.4135/9781446249383,Sarah Pink,9781446249383,,2009
,Doing Sensory Ethnography,SAGE Publications Ltd,"Ethnology, Research",https://doi.org/10.4135/9781473917057,Sarah Pink,9781473917057,2nd ed.,2015
,Doing Social Network Research,SAGE Publications Ltd,"Social networks, Research",https://doi.org/10.4135/9781473916753,Garry Robins,9781473916753,,2015
,Doing Surveys Online,SAGE Publications Ltd,"Internet surveys,  Methodology",https://doi.org/10.4135/9781473967243,Vera Toepoel,9781473967243,,2016
,Doing Team Ethnography,SAGE Publications Ltd,"Ethnology, Methodology",https://doi.org/10.4135/9781412983976,Kenneth Cleland Erickson; Donald Stull,9781412983976,,1997
,Doing Triangulation and Mixed Methods,SAGE Publications Ltd,Mixed methods,https://doi.org/10.4135/9781529716634,Brinkmann,9781529716634,,2018
,Doing Urban Research,SAGE Publications Ltd,"Cities and towns, Research",https://doi.org/10.4135/9781412983983,Gregory D. Andranovich; Gerry Riposa,9781412983983,,1993
,Doing Visual Ethnography,SAGE Publications Ltd,"Ethnology,  Methodology",https://doi.org/10.4135/9780857025029,Sarah Pink,9780857025029,2nd ed.,2007
,Doing Work Based Research,SAGE Publications Ltd,"Social sciences, Research",https://doi.org/10.4135/9781446287880,Paul Gibbs; Carol Costley; Geoffrey C Elliott,9781446287880,,2010
,Doing Your Dissertation in Business and Management,SAGE Publications Ltd,"Management,  Research",https://doi.org/10.4135/9781849209069,Reva Berman Brown,9781849209069,,2006
,Doing Your Qualitative Psychology Project,SAGE Publications Ltd,"Psychology, Qualitative research",https://doi.org/10.4135/9781473914209,Stephen Gibson; Sarah C.E. Riley; Cath Sullivan,9781473914209,,2012
,Doing Your Undergraduate Project,SAGE Publications Ltd,"Report writing, Handbooks",https://doi.org/10.4135/9781849209076,Denis Reardon,9781849209076,,2006
,"Domain Adaptation and Representation Transfer, and Distributed and Collaborative Learning",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60548-3,"Shadi Albarqouni, Spyridon Bakas, Konstantinos Kamnitsas, M. Jorge Cardoso, Bennett Landman, Wenqi Li, Fausto Milletari, Nicola Rieke, Holger Roth, Daguang Xu, Ziyue Xu",9783030605483,,2020
,Domain Adaptation for Visual Understanding,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-30671-7,"Richa Singh, Mayank Vatsa, Vishal M. Patel, Nalini Ratha",9783030306717,,2020
,"Domain of UX in Information Studies: Bridging Theories, Research, and Professional Practice",Synthesis Collection of Technology (R0),Information Storage and Retrival,https://doi.org/10.1007/978-3-031-83529-2,"Rong Tang, Graham Herrli",9783031835292,,2025
,Domain-Sensitive Temporal Tagging,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02163-3,"Jannik Strötgen, Michael Gertz",9783031021633,,2016
,Domestic Interiors,Bloomsbury Design Library,Home in art,https://doi.org/10.5040/9781474294072?locatt=label:secondary_bloomsburyVisualArts,Georgina Downey,9781474294072,,2013
,Dorf's Introduction to Electric Circuits,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/282333,Dorf,9788126596072,9th ed.,2020
,Double-Grid Finite-Difference Frequency-Domain (DG-FDFD) Method for Scattering from Chiral Objects,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01715-5,"Erdogan Alkan, Veysel Demir, Atef Elsherbeni, Ercument Arvas",9783031017155,,2013
,Doubly Stochastic Poisson Processes,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0077758,Jan Grandell,9783540382584,529,1976
,Drawing Difference,Bloomsbury Design Library 2021 Collection,"ART, Techniques",https://doi.org/10.5040/9781350986138?locatt=label:secondary_bloomsburyVisualArts,Marsha Meskimmon and Phil Sawdon,9781350986138,,2016
,Drawing Investigations,Bloomsbury Design Library 2021 Collection,Design,https://doi.org/10.5040/9781350164567?locatt=label:secondary_bloomsburyVisualArts,Sarah Casey and Gerry Davies,9781350164567,,2020
,Dress History,Bloomsbury Design Library 2020 Collection,Fashion design ,https://doi.org/10.5040/9781474240536?locatt=label:secondary_bloomsburyVisualArts,Charlotte Nicklas and Annebella Pollen (eds),9781474240536,,2015
,Drinfeld Modular Curves,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0072692,Ernst-Ulrich Gekeler,9783540473862,1231,1986
,Driving Networked Service Productivity ,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-658-29580-6,Christofer F. Daiberl,9783658295806,,2020
,"Driving Scientific and Engineering Discoveries Through the Convergence of HPC, Big Data and AI",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-63393-6,"Jeffrey Nichols, Becky Verastegui, Arthur ‘Barney’ Maccabe, Oscar Hernandez, Suzanne Parete-Koon, Theresa Ahearn",9783030633936,,2020
,Drones for Good,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02116-9,"Gordon D. Hoople, Austin Choi-Fitzpatrick",9783031021169,,2020
,Dropped Object Prevention on Offshore Facilities and Installations,Synthesis Collection of Technology (R0),Offshore Engineering,https://doi.org/10.1007/978-3-031-61617-4,Alexander Arnfinn Olsen,9783031616174,,2025
,Drug Design and Discovery in Alzheimers Disease,Elsevier,Chemistry ,https://www.sciencedirect.com/science/book/9780128039595,Atta-ur-Rahman,,,2015
,DSP for MATLAB™ and LabVIEW™ I,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02528-0,Forester W. Isen,9783031025280,,2008
,DSP for MATLAB™ and LabVIEW™ II,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02529-7,Forester W. Isen,9783031025297,,2008
,DSP for MATLAB™ and LabVIEW™ III,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02530-3,Forester W. Isen,9783031025303,,2009
,DSP for MATLAB™ and LabVIEW™ IV,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02531-0,Forester W. Isen,9783031025310,,2009
,Dual Jet Geometrization for Time-Dependent Hamiltonians and Applications,Synthesis Collection of Technology (R0),Mathematical Physics,https://doi.org/10.1007/978-3-031-08885-8,"Mircea Neagu, Alexandru Oană",9783031088858,,2022
,Dual Learning,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8884-6,Tao Qin,9789811588846,,2020
,Duality for Crossed Products of von Neumann Algebras,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069742,"Yoshiomi Nakagami, Masamichi Takesaki",9783540351252,731,1979
,Duality in Measure Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089049,Corneliu Constantinescu,9783540392750,796,1980
,Duality of Compact Semigroups and C*-Bigebras,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071210,K. H. Hofmann,9783540362692,129,1970
,Durastha Shiksha Aur E-Learning Mein Gunvatta,SAGE,"Higher Education, Online Learning & Distance Ed",https://evidya.sagepub.in/library/durastha-shiksha-aur-e-learning-mein-gunvatta?bookId=3562&siteName=evidya,Insung Jung,,,2017
,Dynamic Behavior of Pipelines for Marine Applications,Synthesis Collection of Technology (R0),Oceanography,https://doi.org/10.1007/978-3-031-24827-6,Ioannis K. Chatjigeorgiou,9783031248276,,2023
,Dynamic Bifurcations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0085019,Eric Benoît,9783540464716,1493,1991
,Dynamic Binary Modification,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01732-2,Kim Hazelwood,9783031017322,,2011
,Dynamic Data Driven Applications Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61725-7,"Frederica Darema, Erik Blasch, Sai Ravela, Alex Aved",9783030617257,,2020
,Dynamic Decision Support for Electronic Requirements Negotiations,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-658-31175-9,Annika Lenz,9783658311759,,2020
,Dynamic Equations and Almost Periodic Fuzzy Functions on Time Scales,Synthesis Collection of Technology (R0),Discrete Mathematics,https://doi.org/10.1007/978-3-031-11236-2,"Chao Wang, Ravi P. Agarwal",9783031112362,,2022
,Dynamic Graph Learning for Dimension Reduction and Data Clustering,Synthesis Collection of Technology (R0),"Machine Learning, Artificial Intelligence",https://doi.org/10.1007/978-3-031-42313-0,"Lei Zhu, Jingjing Li, Zheng Zhang",9783031423130,,2024
,Dynamic Information Retrieval Modeling,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02301-9,"Grace Hui Yang, Marc Sloan, Jun Wang",9783031023019,,2016
,Dynamic Logic. New Trends and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38808-9,"Luís Soares Barbosa, Alexandru Baltag",9783030388089,,2020
,Dynamic Logic. New Trends and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-65840-3,"Manuel A. Martins, Igor Sedlár",9783030658403,,2020
,Dynamic Modeling,SAGE Publications Ltd,Dynamic Modeling,https://doi.org/10.4135/9781412983990,Carol W. Kohfeld; R. Robert Huckfeldt; Thomas W. Likens,9781412983990,,1982
,Dynamic Modeling for Business Management,Springer New York,"Business and Management, Industrial Organization, General
Political Economy/Economic Systems",http://link.springer.com/10.1007/b97269,"McGarvey, Bernard",9780387215563,,2004
,Dynamic SOA and BPM: Best Practices for Business Process Management and SOA Agility,Pearson India,Business/Management,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5126034,Fiammante,9788131743935,,2010
,Dynamic Speech Models,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02555-6,Li Deng,9783031025556,,2006
,Dynamic Stability and Control of Tripped and Untripped Vehicle Rollover,Synthesis Collection of Technology (R0),"Computing and Processing, Components, Circuits, Devices and Systems, Robotics and Control Systems, Transportation",https://doi.org/10.1007/978-3-031-01500-7,"Zhilin Jin, Bin Li, Jingxuan Li",9783031015007,,2019
,Dynamical Concepts on Scaling Violation and the New Resonances in e+e− Annihilation,Springer,Physics,http://dx.doi.org/10.1007/3-540-07539-9,B. Humpert,9783540380610,45,1976
,Dynamical Critical Phenomena and Related Topics,Springer,Physics,http://dx.doi.org/10.1007/3-540-09523-3,Charles P. Enz,9783540351245,104,1979
,Dynamical System and Chaos,Springer,Physics,http://dx.doi.org/10.1007/3-540-12276-1,Luis Garrido,9783540395942,179,1983
,Dynamical Systems and Bifurcations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075630,"Boele L. J. Braaksma, Hendrik W. Broer, Floris Takens",9783540394112,1125,1985
,Dynamical Systems and Population Persistence,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/118/,Hal L. Smith; Horst R. Thieme,9781470411800,,2010
