langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Customizable Computing,Synthesis Collection of Technology (R0),"Computing and Processing, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-01748-3,"Yu-Ting Chen, Jason Cong, Michael Gill, Glenn Reinman, Bingjun Xiao",9783031017483,,2015
,"Cyber Defence in  the Age of AI, Smart Societies and Augmented Humanity",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-35746-7,"Hamid Jahankhani, Stefan Kendzierskyj, Nishan Chelvachandran, Jaime Ibarra",9783030357467,,2020
,Cyber Foraging,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02481-8,Jason Flinn,9783031024818,,2012
,Cyber Physical Systems. Model-Based Design,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41131-2,"Roger Chamberlain, Martin Edin Grimheden, Walid Taha",9783030411312,,2020
,Cyber Security and Computer Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52856-0,"Touhid Bhuiyan, Md. Mostafijur Rahman, Md. Asraf Ali",9783030528560,,2020
,Cyber Security Cryptography and Machine Learning,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-49785-9,"Shlomi Dolev, Vladimir Kolesnikov, Sachin Lodha, Gera Weiss",9783030497859,,2020
,Cyber Threat Intelligence for the Internet of Things,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-45858-4,"Elias Bou-Harb, Nataliia Neshenko",9783030458584,,2020
,Cyber-Physical Security and Privacy in the Electric Smart Grid,Synthesis Collection of Technology (R0),"Computing and Processing, Communication, Networking and Broadcast Technologies, Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-02353-8,"Bruce McMillin, Thomas Roth",9783031023538,,2017
,Cyber-Physical Vehicle Systems,Synthesis Collection of Technology (R0),"Computing and Processing, Components, Circuits, Devices and Systems, Robotics and Control Systems",https://doi.org/10.1007/978-3-031-01504-5,"Chen Lv, Yang Xing, Junzhi Zhang, Dongpu Cao",9783031015045,,2020
,Cyber-Physical-Social Intelligence,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-13-7311-4,Hai Zhuge,9789811373114,,2020
,Cyber-Security in Critical Infrastructures,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-46908-5,"Stefan Rass, Stefan Schauer, Sandra König, Quanyan Zhu",9783030469085,,2020
,"Cyberspace Data and Intelligence, and Cyber-Living, Syndrome, and Health",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-33-4336-8,"Huansheng Ning, Feifei Shi",9789813343368,,2020
,Cyberspace Mimic Defense,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-29844-9,Jiangxing Wu,9783030298449,,2020
,Cyclic Difference Sets,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061260,Leonard D. Baumert,9783540364535,182,1971
,Cyclic Galois Extensions of Commutative Rings,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089165,Cornelius Greither,9783540475392,1534,1992
,Cyclic Neofields and Combinatorial Designs,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0089021,D. Frank Hsu,9783540383260,824,1980
,Cyclic Renormalization and Automorphism Groups of Rooted Trees,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0096321,"Hyman Bass, Maria Victoria Otero-Espinar, Daniel Rockmore, Charles Tresser",9783540478126,1621,1996
,Cylindric Set Algebras,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0095612,"Leon Henkin, J. Donald Monk, Alfred Tarski",9783540387909,883,1981
,Dainik Jeevan Mein Arthshastra,SAGE,"Economics & Development Studies, Economics",https://evidya.sagepub.in/library/dainik-jeevan-mein-arthshastra?bookId=3493&siteName=evidya,V. Santhakumar,,,2017
,Dalit Sashaktikaran,SAGE,Sociology,https://evidya.sagepub.in/library/dalit-sashaktikaran?bookId=4421&siteName=evidya,Sukhadeo Thorat,,,2017
,Dancing with the Devil: Why Bad Feelings Make Life Good,Oxford University Press ,Moral Philosophy,https://doi.org/10.1093/oso/9780197673287.001.0001,Thomason,9780197673317,,2024
,Dangerous Fieldwork,SAGE Publications Ltd,"Ethnolog, Fieldwork",https://doi.org/10.4135/9781412983839,Raymond M. Lee,9781412983839,,1994
,Danish Modern,Bloomsbury Design Library,"Modernism (Aesthetics),  Denmark",https://doi.org/10.5040/9781474223713?locatt=label:secondary_bloomsburyVisualArts,Mark Mussari,9781474223713,,2016
,Dappled World,Cambridge University Press,"Economics,Philosophy, Economic Thought, Philosophy and Methodology,Philosophy of Science",https://doi.org/10.1017/CBO9781139167093,Cartwright,9781139167093,,2012
,Data Analysis,SAGE Publications Ltd,Data Analysis,https://doi.org/10.4135/9781412983846,Michael Lewis-Beck,9781412983846,,1995
,Data Analysis Using SAS,SAGE Publications Ltd,Data processing,https://doi.org/10.4135/9781452230146,C.Y. Joanne Peng,9781452230146,,2009
,Data Analysis Using SPSS for Windows Versions 8 - 10,SAGE Publications Ltd,SPSS for Windows (Computer file),https://doi.org/10.4135/9781849208796,Jeremy J Foster,9781849208796,,2001
,Data Analytics,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789352604197/?brand=mcgrawhillindia.vitalsource.com  ,Anil Maheshwari,,,2014
,Data Analytics,McGraw Hill,Management ,https://resolver.vitalsource.com/9789355324580,Anil Maheshwari,,2nd ed.,2023
,Data Analytics and Management in Data Intensive Domains,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-51913-1,"Alexander Elizarov, Boris Novikov, Sergey Stupnikov",9783030519131,,2020
,Data Analytics for Process Engineers,Synthesis Collection of Technology (R0),"Industrial Chemistry, Chemical Engineering",https://doi.org/10.1007/978-3-031-46866-7,"Daniela Galatro, Stephen Dawe",9783031468667,,2024
,Data Analytics using Python,Wiley India,Management,https://ebooks.wileyindia.com/product-details/281674,Motwani,9788126589654,,2020
,Data Analytics Using R,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789352605255/?brand=mcgrawhillindia.vitalsource.com  ,Acharya,,,2018
,Data and Application Security,Springer US,"Theory of Computation, Management of Computing and Information Systems, Data Structures and Information Theory",http://link.springer.com/10.1007/b115728,"Thuraisingham,Bhavani ",9780306470080,,2001
,Data and Applications Security and Privacy XXXIV,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-49669-2,"Anoop Singhal, Jaideep Vaidya",9783030496692,,2020
,"Data and Computer Communications,International Edition",Pearson Education,Computer Science/IT,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5173650,"Stallings, William",9781292014395,10th ed.,2014
,Data and Information in Online Environments,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50072-6,Rogério Mugnaini,9783030500726,,2020
,Data Association for Multi-Object Visual Tracking,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01816-9,"Margrit Betke, Zheng Wu",9783031018169,,2017
,Data Base Design Techniques I:,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-11214-6,"S. B. Yao, S. B. Navathe, J. L. Weldon, T. L. Kunii",9783540390510,132,1982
,Data Base Design Techniques II:,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-11215-4,"S. B. Yao, T. L. Kunii",9783540390541,133,1982
,Data Cleaning,Association for Computing Machinery,Database management,https://dl.acm.org/citation.cfm?id=3310205,Ihab Ilyas and Xu Chu,9781450371544,,2019
,Data Cleaning,Synthesis Collection of Technology (R0),"Computing and Processing, Communication, Networking and Broadcast Technologies, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01897-8,"Venkatesh Ganti, Anish Das Sarma",9783031018978,,2013
,Data Collection,SAGE Publications Ltd,"Research,  Methodology",https://doi.org/10.4135/9781473914230,Wendy Olsen,9781473914230,,2012
,Data Collection and Analysis,SAGE Publications Ltd,"Social sciences,  Statistical methods",https://doi.org/10.4135/9781473914230,Roger Sapsford; Victor Jupp,9781849208802,2nd ed.,2006
,Data Collection and Management,SAGE Publications Ltd,"Social sciences, Research",https://doi.org/10.4135/9781412983853,Welmoet Bok van Kammen; Magda Stouthamer-Loeber,9781412983853,,1995
,Data Communication Principles,Springer US,"Electrical Engineering, Computer Communication Networks, The Computing Profession",http://link.springer.com/10.1007/b101863,"Ahmad, Aftab",9780306477935,,2002
,Data Dissemination in Wireless Computing Environments,Springer US,"The Computing Profession, Information Storage and Retrieval, e-Commerce/e-Business",http://link.springer.com/10.1007/b116620,"Tan, Kian-Lee",9780306470264,,2000
,Data Exploration Using Example-Based Methods,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01866-4,"Matteo Lissandrini, Davide Mottin, Themis Palpanas, Yannis Velegrakis",9783031018664,,2019
,Data Gaze,SAGE Publications Ltd,Information technology,https://doi.org/10.4135/9781526463210,David Beer,9781526485342,,2018
,Data Integration,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01550-2,Michael Genesereth,9783031015502,,2010
,Data Literacy,SAGE Publications Ltd,Data mining,https://doi.org/10.4135/9781483399966,David Herzog,9781483399966,,2016
,Data Management in Machine Learning Systems,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01869-5,"Matthias Boehm, Arun Kumar, Jun Yang",9783031018695,,2019
,Data Management in the Cloud,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01895-4,"Divyakant Agrawal, Sudipto Das, Amr El Abbadi",9783031018954,,2013
,Data Management Technologies and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-54595-6,"Slimane Hammoudi, Christoph Quix, Jorge Bernardino",9783030545956,,2020
,Data Mining and Big Data,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-7205-0,"Ying Tan, Yuhui Shi, Milan Tuba",9789811572050,,2020
,Data Mining and Market Intelligence,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-79390-5,Mustapha Akinkunmi,9783031793905,,2018
,Data Mining in Finance,Springer US,"Data Structures and Information Theory, Artificial Intelligence, Finance, general",http://link.springer.com/10.1007/b116453,"Kovalerchuk, Boris ",9780306470189,,2000
,Data Orchestration in Deep Learning Accelerators,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01767-4,"Tushar Krishna, Hyoukjun Kwon, Angshuman Parashar, Michael Pellauer, Ananda Samajdar",9783031017674,,2020
,Data Parallel Programming Model,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61736-1,"Guy-René Perrin, Alain Darte",9783540706465,1132,1996
,"Data Privacy Management, Cryptocurrencies and Blockchain Technology",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-66172-4,"Joaquin Garcia-Alfaro, Guillermo Navarro-Arribas, Jordi Herrera-Joancomarti",9783030661724,,2020
,Data Processing on FPGAs,Synthesis Collection of Technology (R0),"Power, Energy and Industry Applications, Components, Circuits, Devices and Systems, Computing and Processing",https://doi.org/10.1007/978-3-031-01849-7,"Jens Teubner, Louis Woods",9783031018497,,2013
,Data Profiling,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01865-7,"Ziawasch Abedjan, Lukasz Golab, Felix Naumann, Thorsten Papenbrock",9783031018657,,2019
,Data Protection from Insider Threats,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01890-9,Elisa Bertino,9783031018909,,2012
,"Data Representations, Transformations, and Statistics for Visual Reasoning",Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02599-0,Ross Maciejewski,9783031025990,,2011
,Data Revolution,SAGE Publications Ltd,Big data,https://doi.org/10.4135/9781473909472,Rob Kitchin,9781473909472,,2014
,Data Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-2810-1,"Jing He, Philip S. Yu, Yong Shi, Xingsen Li, Zhijun Xie, Guangyan Huang, Jie Cao, Fu Xiao",9789811528101,,2020
,Data Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-7981-3,"Jianchao Zeng, Weipeng Jing, Xianhua Song, Zeguang Lu",9789811579813,,2020
,Data Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-7984-4,"Pinle Qin, Hongzhi Wang, Guanglu Sun, Zeguang Lu",9789811579844,,2020
,Data Science and Analytics,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-5827-6,"Usha Batra, Nihar Ranjan Roy, Brajendra Panda",9789811558276,,2020
,Data Science and Analytics,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-5830-6,"Usha Batra, Nihar Ranjan Roy, Brajendra Panda",9789811558306,,2020
,Data Science and Machine Learning In R,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789354600418/?brand=mcgrawhillindia.vitalsource.com  ,Thareja,,,2021
,Data Science Concepts and Techniques with Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-6133-7,"Usman Qamar, Muhammad Summair Raza",9789811561337,,2020
,Data Science For Dummies,Wiley India,Management,https://ebooks.wileyindia.com/product-details/284257,Pierson,9789390466948,2nd ed.,2021
,Data Science Framework,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-51023-7,"Juan J. Cuadrado-Gallego, Yuri Demchenko",9783030510237,,2020
,Data Security in Cloud Storage,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-4374-6,"Yuan Zhang, Chunxiang Xu, Xuemin Sherman Shen",9789811543746,,2020
,Data Stream Management,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01837-4,"Lukasz Golab, M. Tamer Ozsu",9783031018374,,2010
,Data Stream Mining & Processing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61656-4,"Sergii Babichev, Dmytro Peleshko, Olena Vynokurova",9783030616564,,2020
,Data Structures and Algorithms in Java,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/288242,Goodrich,9789354247996,6th ed.,2021
,Data Structures and Algorithms in Java: A Project-Based Approach,Cambridge University Press,"Algorithms, Complexity, and Theory of Computing,Computer Science,Computing: General Interest",https://doi.org/10.1017/9781009260350,Myers,9781009260350,,2024
,Data Structures and Algorithms in Python,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/288250,Goodrich,9789354248351,,2021
,Data structures and efficient algorithms,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55488-2,"B. Monien, Th. Ottmann",9783540471035,594,1992
,Data Theory and Dimensional Analysis,SAGE Publications Ltd,Data Theory,https://doi.org/10.4135/9781412983860,William G. Jacoby,9781412983860,,1991
,Data through Movement,Synthesis Collection of Technology (R0),"Data Mining, Visualization",https://doi.org/10.1007/978-3-031-02610-2,"Francesco Cafaro, Jessica Roberts",9783031026102,,2021
,Data Visualization,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-2282-6,"S. Margret Anouncia, Hardik A. Gohel, Subbiah Vairamuthu",9789811522826,,2020
,Data Visualization & Presentation With Microsoft Office,SAGE Publications Ltd,Microsoft Office,https://doi.org/10.4135/9781483397375,Valerie M. Sue; Matthew T. Griffin,9781483397375,,2016
,Database and Expert Systems Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59051-2,"Sven Hartmann, Josef Küng, Gabriele Kotsis, A Min Tjoa, Ismail Khalil",9783030590512,,2020
,Database and Expert Systems Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59003-1,"Sven Hartmann, Josef Küng, Gabriele Kotsis, A Min Tjoa, Ismail Khalil",9783030590031,,2020
,Database and Expert Systems Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59028-4,"Gabriele Kotsis, A Min Tjoa, Ismail Khalil, Lukas Fischer, Bernhard Moser, Atif Mashkoor, Johannes Sametinger, Anna Fensel, Jorge Martinez-Gil",9783030590284,,2020
,"Database and Expert Systems Applications: 4th International Conference, DEXA'93 Prague",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57234-1,"Vladimír Mařík, Jiří Lažanský, Roland R. Wagner",9783540479826,720,1993
,"Database and Expert Systems Applications: 5th International Conference, DEXA '94 Athens",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58435-8,Dimitris Karagiannis,9783540487968,856,1994
,"Database and Expert Systems Applications: 6th International Conference, DEXA '95 London",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0049099,"Norman Revell, A Min Tjoa",9783540447900,978,1995
,"Database and Expert Systems Applications: 7th International Conference, DEXA '96 Zurich",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0034664,"Roland R. Wagner, Helmut Thoma",9783540706519,1134,1996
,Database Anonymization,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02347-7,"Josep Domingo-Ferrer, David Sánchez, Jordi Soria-Comas",9783031023477,,2016
,Database Design and Implementation,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-33836-7,Edward Sciore,9783030338367,,2020
,Database Issues for Data Visualization: IEEE Visualization '93 Workshop San Jose,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0021138,"John P. Lee, Georges G. Grinstein",9783540490166,871,1994
,"Database Issues for Data Visualization: IEEE Visualization '95 Workshop Atlanta, Georgia",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-62221-7,"Andreas Wierse, Georges G. Grinstein, Ulrich Lang",9783540496816,1183,1996
,Database Machine Performance: Modeling Methodologies and Evaluation Strategies,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-17942-9,"Francesca Cesarini, Silvio Salza",9783540471400,257,1987
,Database Machines,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51324-8,"Haran Boral, Pascal Faudemay",9783540461975,368,1989
,Database Management Systems - MU 2018,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789353161408/?brand=mcgrawhillindia.vitalsource.com  ,Gupta,,,2018
,Database Repairing and Consistent Query Answering,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01883-1,Leopoldo Bertossi,9783031018831,,2011
,Database Replication,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01839-8,"Bettina Kemme, Ricardo Jimenez-Peris, Marta Patino-Martinez",9783031018398,,2010
,Database Systems for Advanced Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59416-9,"Yunmook Nah, Bin Cui, Sang-Won Lee, Jeffrey Xu Yu, Yang-Sae Moon, Steven Euijong Whang",9783030594169,,2020
,Database Systems for Advanced Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59419-0,"Yunmook Nah, Bin Cui, Sang-Won Lee, Jeffrey Xu Yu, Yang-Sae Moon, Steven Euijong Whang",9783030594190,,2020
,Database Systems for Advanced Applications. DASFAA 2020 International Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59413-8,"Yunmook Nah, Chulyun Kim, Seon-Young Kim, Yang-Sae Moon, Steven Euijong Whang",9783030594138,,2020
,Database Systems of the 90s,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-53397-4,Albrecht Blaser,9783540468356,466,1990
,Database Theory — ICDT '92,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-56039-4,"Joachim Biskup, Richard Hull",9783540473602,646,1992
,Database Theory — ICDT '95,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58907-4,"Georg Gottlob, Moshe Y. Vardi",9783540491361,893,1995
,Database Theory — ICDT '97,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-62222-5,"Foto Afrati, Phokion Kolaitis",9783540496823,1186,1996
,Data-Based Methods for Materials Design and Discovery,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02383-5,"Ghanshyam Pilania, Prasanna V. Balachandran, James E. Gubernatis, Turab Lookman",9783031023835,,2020
,Databases and Information Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57672-1,"Tarmo Robal, Hele-Mai Haav, Jaan Penjam, Raimundas Matulevičius",9783030576721,,2020
,Databases on Modern Hardware,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01858-9,"Anastasia Ailamaki, Erietta Liarou, Pınar Tözün, Danica Porobic, Iraklis Psaroudakis",9783031018589,,2017
,Databases Theory and Applications,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-39469-1,"Renata Borovica-Gajic, Jianzhong Qi, Weiqing Wang",9783030394691,,2020
,Datacenter as a Computer : An Introduction to the Design of Warehouse-Scale Machines,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01722-3,"Luiz Barroso, Urs Hoelzle",9783031017223,,2009
,Datacenter as a Computer :An Introduction to the Design of Warehouse-Scale Machines,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-01741-4,"Luis Andre Barroso, Jimmy Clidaras",9783031017414,2nd ed.,2013
,Datacenter Design and Management,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01752-0,Benjamin C. Lee,9783031017520,,2016
,Data-Driven Fluid Mechanics: Combining First Principles and Machine Learning,Cambridge University Press,"Mathematics, Engineering, Fluid Dynamics and Solid Mechanics, Thermal-Fluids Engineering",https://doi.org/10.1017/9781108896214,Mendez (ed),9781108896214,,2023
