langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,"Software Engineering Education: SEI Conference 1989 Pittsburgh, Pennsylvania, USA, July 18–21",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0042344,Norman E. Gibbs,9780387347912,376,1989
,"Software Engineering Education: SEI Conference 1990 Pittsburgh, Pennsylvania, USA",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0040434,Lionel E. Deimel,9780387348025,423,1990
,"Software Engineering Education: SEI Conference 1991 Pittsburgh, Pennsylvania, USA",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0024280,James E. Tomayko,9783540384182,536,1991
,"Software Engineering Education: SEI Conference 1992 San Diego, California, USA",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55963-9,Carol Sledge,9783540473305,640,1992
,Software Engineering Environments,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-53452-0,Fred Long,9783540468868,467,1990
,Software Engineering in the Era of Cloud Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-33624-0,"Muthu Ramachandran, Zaigham Mahmood",9783030336240,,2020
,Software Engineering: Principles and Practices,McGraw Hill,ComputerScience,https://resolver.vitalsource.com/9789339220976/?brand=mcgrawhillindia.vitalsource.com  ,Narang,,,2015
,Software Foundations for Data Interoperability and Large Scale Graph Data Analytics,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61133-0,"Lu Qin, Wenjie Zhang, Ying Zhang, You Peng, Hiroyuki Kato, Wei Wang, Chuan Xiao",9783030611330,,2020
,"Software Process Technology: 4th European Workshop, EWSPT'95 Noordwijkerhout, The Netherlands",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-59205-9,Wilhelm Schäfer,9783540492245,913,1995
,"Software Process Technology: 5th European Workshop, EWSPT '96 Nancy, France",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0017725,Carlo Montangero,9783540706762,1149,1996
,"Software Process Technology: Second European Workshop, EWSPT '92 Trondheim, Norway",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0017495,Jean-Claude Derniame,9783540473107,635,1992
,"Software Process Technology: Third European Workshop, EWSPT '94 Villard de Lans, France",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57739-4,Brian C. Warboys,9783540483267,772,1994
,Software Quality: Quality Intelligence in Software and Systems Engineering,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-35510-4,"Dietmar Winkler, Stefan Biffl, Daniel Mendez, Johannes Bergsmann",9783030355104,,2020
,Software Radios: Object-Oriented Approaches to Wireless Systems Engineering,Wiley,"Physical Sciences & Engineering, Electrical & Electronics Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/047121664X,Mitola,9780471216643,,2000
,Software Reliability Modelling and Identification,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0034284,Sergio Bittanti,9783540460725,341,1989
,Software Technologies,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-52991-8,"Marten van Sinderen, Leszek A. Maciaszek",9783030529918,,2020
,Software Test Attacks to Break Mobile and Embedded Devices,Taylor & Francis,"Computer Science, Computation, Legal, Ethical & Social Aspects of IT, Software Engineering & Systems Development",www.taylorfrancis.com/books/9780429071911,"Hagar , Jon Duncan",9780429071911,,2013
,"Software Testing: Effective Methods, Tools and Techniques",McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789387432680/?brand=mcgrawhillindia.vitalsource.com  ,Rajani,,2nd ed.,2017
,Software Verification,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-63618-0,"Maria Christakis, Nadia Polikarpova, Parasara Sridhar Duggirala, Peter Schrammel",9783030636180,,2020
,Software: A Technical History,Association for Computing Machinery,Computer Science,https://dl.acm.org/doi/book/10.1145/3477339,Kim W. Tracy,9781450387248,,2021
,Soil Ecology,Springer Netherlands,"Ecology, Soil Science & Conservation, Plant Ecology",http://link.springer.com/10.1007/0-306-48162-6,"Lavelle,Patrick ",9780306481628,,2001
,Soil Formation,Springer Netherlands,"Soil Science & Conservation, Geochemistry",http://link.springer.com/10.1007/0-306-48163-4,"Breemen, Nico van",9780306481635,2nd ed. ,2002
,Soil Formation,Springer Netherlands,"Soil Science & Conservation, Geochemistry",http://link.springer.com/10.1007/978-0-585-31788-5,"Breemen, Nico van",9780585317885,,1998
,Soil Mechanics and Foundation Engineering,PHI,Civil Engineering,https://elibrary.phindia.com/ebooks/reader/9789354432439,"Kalita, Utsav Chandra",9789354432439,,2022
,Soil Mechanics and Foundation Engineering,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/281941,Rao,9788126581962,,2016
,Solar and Stellar Physics,Springer,Physics,http://dx.doi.org/10.1007/BFb0032307,"Egon-Horst Schröter, Manfred Schüssler",9783540480532,292,1987
,Solar Drying Technology,Springer Nature,Energy,https://doi.org/10.1007/978-981-10-3833-4,"Om Prakash, Anil Kumar",9789811038334,,2017
,Solar Energy,McGraw Hill,Electrical Engineering,https://resolver.vitalsource.com/9789352607129/?brand=mcgrawhillindia.vitalsource.com  ,Sukhatme,,4th ed.,2017
,Solar Energy : Principles of Thermal Collection and Storage,McGraw Hill,Electrical Engineering,https://resolver.vitalsource.com/9780071337502/?brand=mcgrawhillindia.vitalsource.com  ,Sukhatme,,3rd ed.,2008
,Solar Engineering of Thermal Processes,Wiley,"Physical Sciences & Engineering, Energy",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118671603,Duffie,9781118671603,4th ed.,2013
,"Solar Photovoltaics - Fundamentals, Technologies and Applications",PHI,Energy,https://elibrary.phindia.com/ebooks/reader/9789390544448,"Solanki, Chetan Singh",9789390544448,3rd ed.,2018
,Solid Mechanics,Cambridge University Press,"Engineering, Solid Mechanics and Materials",https://doi.org/10.1017/CBO9780511841422,Hosford,9780511841422,,2012
,Solid State Chemistry and its Applications,Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/284210,West,9789390466238,,2020
,Solid State Electronic Devices,Pearson,Electronics & Communications,https://ebooks.elibrary.in.pearson.com/wr/launchbook.html?id=10032022,Streetman B. G.,9781292060767,7th ed.,2015
,Solidification and Crystallization,Wiley,Technology & Engineering,https://onlinelibrary.wiley.com/doi/book/10.1002/3527603506,Dieter M. Herlach,9783527603503,,2004
,"Solomons' Organic Chemistry, Global ed",Wiley India,Sciences,https://ebooks.wileyindia.com/product-details/284061,Solomons,9789390395415,12th ed.,2020
,Solution and Surface Polymerization,Taylor & Francis,"Engineering & Technology, Physical Sciences, Chemical Engineering, Materials Science, Materials Science",www.taylorfrancis.com/books/9780429027420,"Ruckenstein , Eli",9780429027420,,2019
,Solutions Manual to A Modern Theory of Integration,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/032/,Robert G. Bartle,9781470420871, ,2001
,Solutions of Einstein's Equations: Techniques and Results,Springer,Physics,http://dx.doi.org/10.1007/3-540-13366-6,"C. Hoenselaers, W. Dietz",9783540389224,205,1984
,Solving Combinatorial Optimization Problems in Parallel,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0027114,"Afonso Ferreira, Panos Pardalos",9783540498759,1054,1996
,Solving Practical Engineering Mechanics Problems : Advanced Kinetics,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-79633-3,Sayavur I. Bakhtiyarov,9783031796333,,2019
,Solving Practical Engineering Mechanics Problems : Fluid Mechanics,Synthesis Collection of Technology (R0),Nanotechnology and Microengineering,https://doi.org/10.1007/978-3-031-79697-5,Sayavur Bakhtiyarov,9783031796975,,2021
,Solving Practical Engineering Mechanics Problems : Kinematics,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Robotics and Control Systems",https://doi.org/10.1007/978-3-031-79609-8,Sayavur I. Bakhtiyarov,9783031796098,,2018
,Solving Practical Engineering Mechanics Problems : Statics,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems, Power, Energy and Industry Applications",https://doi.org/10.1007/978-3-031-79586-2,Sayavur I. Bakhtiyarov,9783031795862,,2018
,Solving Practical Engineering Problems in Engineering Mechanics,Synthesis Collection of Technology (R0),General Topics for Engineers,https://doi.org/10.1007/978-3-031-79613-5,Sayavur I. Bakhtiyarov,9783031796135,,2018
,Solving Vibration Analysis Problems Using MATLAB,New Age International,"Mathematics , Probability & Statistics , Computers , Software Development",http://elib4u.ipublishcentral.com/product/solving-vibration-analysis-problems-using-matlab ,Rao V Dukkipati,9788122424270,,2007
,Sorting Data,SAGE Publications Ltd,Sorting Data,https://doi.org/10.4135/9781412985871,A. P. M. Coxon,9781412985871,,1999
,"Sound Synthesis, Propagation, and Rendering",Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-79214-4,"Liu Shiguang, Manocha Dinesh",9783031792144,,2022
,Sound Waves and Acoustic Emission,Synthesis Collection of Technology (R0),Engineering Acoustics,https://doi.org/10.1007/978-3-031-23789-8,"Claudia Barile, Caterina Casavola, Giovanni Pappalettera, Vimalathithan Paramsamy Kannan",9783031237898,,2023
,Sound-Power Flow — A practitioner's handbook for sound intensity,Institute of Physics Publishing ,"Physcis , Instrumentation and measurement",https://iopscience.iop.org/book/978-1-6817-4453-7,"Hickling, R",9781681744520,,2016
,Sourcebook of ATM and IP Internetworking,Wiley,"Physical Sciences & Engineering, Electrical & Electronics Engineering",https://onlinelibrary.wiley.com/doi/book/10.1002/0471722863,Ahmad,9780471722861,,2001
,Sourcebook of Family Theory and Research,SAGE Publications Ltd,"Family, Research",https://doi.org/10.4135/9781412990172,Katherine R. Allen; Alan C. Acock; David M. Klein; Vern L. Bengtson; Peggye Dilworth-Anderson,9781412990172,,2005
,Souslin Problem,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0065979,"Keith Devlin, Havard Johnsbråten",9783540378228,405,1974
,Soviet Critical Design,Bloomsbury Design Library 2019 Collection,"Design,  General",https://doi.org/10.5040/9781350022003?locatt=label:secondary_bloomsburyVisualArts,Tom Cubbin,9781350022003,,2018
,Space and Motion of Communicating Agents,Cambridge University Press,"Computer Science, Programming Languages and Applied Logic,Distributed, Networked and Mobile Computing",https://doi.org/10.1017/CBO9780511626661,Milner,9780511626661,,2012
,Space and Time,De Gruyter,"Metaphysics, Ontology , Metaphysics, Ontology",http://www.degruyter.com/isbn/9783110348927,"Fano, Vincenzo / Orilia, Francesco / Macchia, Giovanni",9783110348927,,2014
,Space Curves,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0078175,"Franco Ghione, Christian Peskine, Edoardo Sernesi",9783540477082,1266,1987
,Space Information Networks,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-3442-3,Quan Yu,9789811534423,,2020
,Space of Dynamical Systems with the C0-Topology,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0073519,Sergei Yu. Pilyugin,9783540483144,1571,1994
,Spaces of Analytic Functions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0080017,"Otto B. Bekken, Bernt K. Øksendal, Arne Stray",9783540382010,512,1976
,Spaces of Approximating Functions with Haar-like Conditions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0091385,Kazuaki Kitahara,9783540484042,1576,1994
,"Spaces of Interaction, Places for Experience",Synthesis Collection of Technology (R0),"Computing and Processing, Communication, Networking and Broadcast Technologies",https://doi.org/10.1007/978-3-031-02206-7,David Benyon,9783031022067,,2014
,Spaces of Orderings and Abstract Real Spectra,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0092696,Murray A. Marshall,9783540699965,1636,1996
,Spaces of Vector-Valued Continuous Functions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061450,Jean Schmets,9783540409519,1003,1983
,Space-Time Computing with Temporal Neural Networks,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01754-4,James E. Smith,9783031017544,,2017
,Sparse Adaptive Filters for Echo Cancellation,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-02559-4,"Constantin Paleologu, Jacob Benesty, Silviu Ciochina",9783031025594,,2010
,Sparse Fourier Transform: Theory & Practice,Association for Computing Machinery,Engineering,https://dl.acm.org/citation.cfm?id=3166186,Haitham Hassanieh,9781947487062,,2018
,Sparse Matrix Techniques,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0116611,V. A. Barker,9783540374305,572,1977
,Sparse Representations for Radar with MATLAB Examples,Synthesis Collection of Technology (R0),Signal Processing and Analysis,https://doi.org/10.1007/978-3-031-01519-9,Peter Knee,9783031015199,,2012
,Spatial Cognition XII,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57983-8,"Jurǵis Šķilters, Nora S. Newcombe, David Uttal",9783030579838,,2020
,Spatial Data Management,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01884-8,Nikos Mamoulis,9783031018848,,2012
,"Spatial Gems, Volume 1",Association for Computing Machinery,Computer Science,https://dl.acm.org/doi/book/10.1145/3548732,John Krumm,9781450398145,,2022
,"Spatial Gems, Volume 2",Association for Computing Machinery,"Applied Computing , Information systems",https://dl.acm.org/doi/book/10.1145/3617291,"John Krumm, Andreas Züfle and Cyrus Shahabi",9798400709364,,2024
,"Spatial Information Theory A Theoretical Basis for GIS: European Conference, COSIT'93 Marciana Marina, Elba Island",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57207-4,"Andrew U. Frank, Irene Campari",9783540479666,716,1993
,"Spatial Information Theory A Theoretical Basis for GIS: International Conference COSIT '95 Semmering, Austria",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60392-1,"Andrew U. Frank, Werner Kuhn",9783540455196,988,1995
,Spatial Modelling of the Terrestrial Environment,Wiley,"Earth, Space & Environmental Sciences, Earth Sciences",https://onlinelibrary.wiley.com/doi/book/10.1002/0470094001,Kelly,9780470094006,,2004
,Spatial Regression Models,SAGE Publications Ltd,Regression Models,https://doi.org/10.4135/9781412985888,Kristian Skrede Gleditsch; Michael D. Ward,9781412985888,,2008
,Spatial Regression Models,SAGE Publications Ltd,Regression Models,https://doi.org/10.4135/9781071802588,Ward,9781071802588,,2019
,Spatial Regression Models for the Social Sciences,SAGE Publications Ltd,Spatial analysis (Statistics),https://doi.org/10.4135/9781544302096,Guangqing Chi,9781544302096,,2020
