langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Handbook on Socially Interactive Agents,Association for Computing Machinery,"Computer Science, User interfaces, Intelligent interaction",https://dl.acm.org/doi/book/10.1145/3477322,"Birgit Lugrin, Catherine Pelachaud, David Taum",9781450387200,,2021
,"Handbook on Socially Interactive Agents: 20 years of Research on Embodied Conversational Agents, Intelligent Virtual Agents, and Social Robotics Volume 2: Interactivity, Platforms, Application",Association for Computing Machinery,Computer Science,https://doi.org/10.1145/3563659,Birgit Lugrin,9781450398961,,2022
,Handbook of Fibre Chemistry,Routledge,Materials Science,http://www.taylorfrancis.com/books/Materials Science,Menachem Lewin,9780429116391,3rd ed.,2007
,"Haptic Interfaces for Accessibility, Health, and Enhanced Quality of Life",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-34230-2,"Troy McDaniel, Sethuraman Panchanathan",9783030342302,,2020
,Hard Facts about soft Machines: The Ergonomics of Seating,CRC Press,Product design,http://www.taylorfrancis.com/books/Product design,"Rani Luender, Kageyu Noro",9781003069461,,1994
,Hard Problems in Software Testing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02547-1,"Scott Tilley, Brianna Floss",9783031025471,,2014
,Hardness of Approximation Between P and NP,Association for Computing Machinery,"NP-complete problems, Equilibrium, Computer algorithms",https://dl.acm.org/citation.cfm?id=3241304,Aviad Rubinstein,9781947487222,,2019
,Hardware and Software Architectures for Fault Tolerance,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0020017,"Michel Banâtre, Peter A. Lee",9783540483304,774,1994
,Hardware and Software of Personal Computers,New Age International,"Computers , Hardware , Software Development",http://elib4u.ipublishcentral.com/product/hardware-software-personal-computers ,Sanjay K Bose,9788122442014,2nd ed.,2014
,Hardware and Software Support for Virtualization,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01753-7,"Edouard Bugnion, Jason Nieh, Dan Tsafrir",9783031017537,,2017
,Hardware Design for 3D Video Coding,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-80232-4,"Vladimir Afonso, Murilo Perleberg, Bruno Zatt, Marcelo Porto, Luciano Agostini, Altamiro Susin",9783031802324,,2025
,Hardware Malware,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02338-5,"Edgar Weippl, Christian Krieg, Adrian Dabrowski, Katharina Krombholz, Heidelinde Hobel",9783031023385,,2013
,"Hardware Specification, Verification and Synthesis: Mathematical Aspects",Springer,Computer Science,http://dx.doi.org/10.1007/0-387-97226-9,"Miriam Leeser, Geoffrey Brown",9780387348018,408,1990
,Hardy Classes on Infinitely Connected Riemann Surfaces,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0071447,Morisuke Hasumi,9783540387190,1027,1983
,Hardy Classes on Riemann Surfaces,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0080775,Maurice Heins,9783540361398,98,1969
,Harmonic Analysis,Springer,Physics,http://dx.doi.org/10.1007/BFb0009678,"V. K. Dobrev, G. Mack, V. B. Petkova, S. G. Petrova, I. T. Todorov",9783540373810,63,1977
,Harmonic Analysis and Partial Differential Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0086791,José García-Cuerva,9783540481348,1384,1989
,Harmonic Analysis and Wave Equations,World Scientific,"Mathematics, Harmonic Analysis",https://www.worldscientific.com/worldscibooks/10.1142/11500#t=toc,Coron Jean-Michel et al,9789811208379,,2019
,Harmonic Analysis Iraklion 1978,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0097640,"Nicholas Petridis, Stylianos K. Pichorides, Nicolas Varopoulos",9783540386322,781,1980
,Harmonic Analysis on Compact Solvmanifolds,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069793,Jonathan Paul Brezin,9783540372813,602,1977
,Harmonic Analysis on Real Reductive Groups,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0097814,V. S. Varadarajan,9783540374206,576,1977
,Harmonic Analysis on Reductive p-adic Groups,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061269,Harish-Chandra,9783540363729,162,1970
,Harmonic Analysis on Totally Disconnected Sets,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069050,John Benedetto,9783540366591,202,1971
,"Harmonic Analysis: Proceedings of a Conference Held at the University of Minnesota, Minneapolis",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0093277,"Fulvio Ricci, Guido Weiss",9783540389736,908,1982
,"Harmonic Analysis: Proceedings of a Conference Held in Cortona, Italy",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069148,"Giancarlo Mauceri, Fulvio Ricci, Guido Weiss",9783540398851,992,1983
,Harmonic Analysis: Proceedings of the International Symposium held at the Centre Universitaire de Luxembourg,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0086584,"Pierre Eymard, Jean-Paul Pier",9783540460329,1359,1988
,"Harmonic Analysis: Proceedings of the special program at the Nankai Institute of Mathematics Tianjin, PR China",Springer,Mathematics,http://dx.doi.org/10.1007/BFb0087751,"Min-Teh Cheng, Dong-Gao Deng, Xing-Wei Zhou",9783540464747,1494,1991
,Harmonic and Spectral Analysis,World Scientific,"Mathematics, Analysis & Differential Equations",https://www.worldscientific.com/worldscibooks/10.1142/8924#t=toc,Szekelyhidi Laszlo,9789814531726,,2014
,Harmonic Mappings and Minimal Immersions,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0075135,Enrico Giusti,9783540397168,1161,1985
,Harmonic Maps,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069752,"Ronald J. Knill, Morris Kalka, Howard C. J. Sealey",9783540393603,949,1982
,Harmonic Maps Between Surfaces (with a Special Chapter on Conformal Mappings),Springer,Mathematics,http://dx.doi.org/10.1007/BFb0100160,Jürgen Jost,9783540388685,1062,1984
,Harmonic Maps of Manifolds with Boundary,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0087227,Richard S. Hamilton,9783540375302,471,1975
,Hazard and Risk Analysis for Organisational Safety Management,Synthesis Collection of Technology (R0),Hazard Control,https://doi.org/10.1007/978-3-031-73458-8,Alexander Arnfinn Olsen,9783031734588,,2025
,HCI and Design in the Context of Dementia,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-32835-1,"Rens Brankaert, Gail Kenning",9783030328351,,2020
,HCI Design Knowledge,Synthesis Collection of Technology (R0),User Interfaces Design,https://doi.org/10.1007/978-3-031-79209-0,"Long John, Cummaford Steve, Stork Adam",9783031792090,,2022
,"HCI for Cybersecurity, Privacy and Trust",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50309-3,Abbas Moallem,9783030503093,,2020
,"HCI in Business, Government and Organizations",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50341-3,"Fiona Fui-Hoon Nah, Keng Siau",9783030503413,,2020
,HCI in Games,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50164-8,Xiaowen Fang,9783030501648,,2020
,"HCI in Mobility, Transport, and Automotive Systems. Automated Driving and In-Vehicle Experience Design",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50523-3,Heidi Krömker,9783030505233,,2020
,"HCI in Mobility, Transport, and Automotive Systems. Driving Behavior, Urban and Smart Mobility",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50537-0,Heidi Krömker,9783030505370,,2020
,"HCI International 2020 – Late Breaking Papers: Cognition, Learning and Games",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60128-7,"Constantine Stephanidis, Don Harris, Wen-Chin Li, Dylan D. Schmorrow, Cali M. Fidopiastis, Panayiotis Zaphiris, Andri Ioannou, Xiaowen Fang, Robert A. Sottilare, Jessica Schwarz",9783030601287,,2020
,"HCI International 2020 – Late Breaking Papers: Digital Human Modeling and Ergonomics, Mobility and Intelligent Environments",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59987-4,"Constantine Stephanidis, Vincent G. Duffy, Norbert Streitz, Shin'ichi Konomi, Heidi Krömker",9783030599874,,2020
,"HCI International 2020 – Late Breaking Papers: Interaction, Knowledge and Social Media",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60152-2,"Constantine Stephanidis, Gavriel Salvendy, June Wei, Sakae Yamamoto, Hirohiko Mori, Gabriele Meiselwitz, Fiona Fui-Hoon Nah, Keng Siau",9783030601522,,2020
,HCI International 2020 - Late Breaking Papers: Multimodality and Intelligence,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60117-1,"Constantine Stephanidis, Masaaki Kurosu, Helmut Degen, Lauren Reinerman-Jones",9783030601171,,2020
,HCI International 2020 – Late Breaking Papers: Universal Access and Inclusive Design,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60149-2,"Constantine Stephanidis, Margherita Antona, Qin Gao, Jia Zhou",9783030601492,,2020
,HCI International 2020 - Late Breaking Papers: User Experience Design and Case Studies,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60114-0,"Constantine Stephanidis, Aaron Marcus, Elizabeth Rosenzweig, Pei-Luen Patrick Rau, Abbas Moallem, Matthias Rauterberg",9783030601140,,2020
,HCI International 2020 – Late Breaking Papers: Virtual and Augmented Reality,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59990-4,"Constantine Stephanidis, Jessie Y. C. Chen, Gino Fragomeni",9783030599904,,2020
,HCI International 2020 – Late Breaking Posters,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60700-5,"Constantine Stephanidis, Margherita Antona, Stavroula Ntoa",9783030607005,,2020
,HCI International 2020 – Late Breaking Posters,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-60703-6,"Constantine Stephanidis, Margherita Antona, Stavroula Ntoa",9783030607036,,2020
,HCI International 2020 - Posters,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50726-8,"Constantine Stephanidis, Margherita Antona",9783030507268,,2020
,HCI International 2020 - Posters,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50732-9,"Constantine Stephanidis, Margherita Antona",9783030507329,,2020
,HCI International 2020 - Posters,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50729-9,"Constantine Stephanidis, Margherita Antona",9783030507299,,2020
,"HCI Models, Theories, and Frameworks: Toward a Multidisciplinary Science",Morgan Kaufmann,Computer Science,https://www.sciencedirect.com/science/book/9781558608085,John M. Carroll,,,2003
,"HCI Outdoors: Theory, Design, Methods and Applications",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-45289-6,"D. Scott McCrickard, Michael Jones, Timothy L. Stelter",9783030452896,,2020
,HCI Theory,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02197-8,Yvonne Rogers,9783031021978,,2012
,Health and Inequality,SAGE Publications Ltd,Health services accessibility,https://doi.org/10.4135/9781849209243,Sarah E Curtis,9781849209243,,2004
,Health Care Engineering Part I,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01657-8,Monique Frize,9783031016578,,2014
,Health Care Engineering Part II,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01658-5,Monique Frize,9783031016585,,2014
,Health Information Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61951-0,"Zhisheng Huang, Siuly Siuly, Hua Wang, Rui Zhou, Yanchun Zhang",9783030619510,,2020
,Health Science Research,SAGE Publications Ltd,"Medical sciences, Research",https://doi.org/10.4135/9781849209250,Jennifer Peat,9781849209250,,2002
,Heat and Mass Transfer,McGraw Hill,MechanicalEngineering,https://resolver.vitalsource.com/9781259084058/?brand=mcgrawhillindia.vitalsource.com  ,Nag,,3rd ed.,2011
,Heat and Mass Transfer,McGraw Hill,MechanicalEngineering,https://resolver.vitalsource.com/9781259084409/?brand=mcgrawhillindia.vitalsource.com  ,Dixit,,,2015
,Heat and Mass Transfer (In SI Units),McGraw Hill,Mechanical Engineering,https://resolver.vitalsource.com/9789390185290/?brand=mcgrawhillindia.vitalsource.com  ,Cengel,,6th ed.,2020
,Heat Convection,Springer Nature,Engineering,https://doi.org/10.1007/978-3-642-02971-4,Latif M. Jiji,9783642029714,,2009
,Heat Transfer,PHI,Chemical Engineering,https://elibrary.phindia.com/ebooks/reader/9788196378905,"Dutta, Binay K.",9788196378905,2nd ed.,2025
,Heat Transfer:Principles and Applications,PHI,Chemical,https://elibrary.phindia.com/ebooks/reader/9789390544592,Dutta,9789390544592,,2018
,Heavy Ion Interactions Around the Coulomb Barrier,Springer,Physics,http://dx.doi.org/10.1007/3-540-50578-4,"C. Signorini, S. Skorka, P. Spolaore, A. Vitturi",9783540460589,317,1988
,Heavy-Ion Collisions,Springer,Physics,http://dx.doi.org/10.1007/BFb0018084,"G. Madurga, M. Lozano",9783540395256,168,1982
,Heidelberg Colloquium on Glassy Dynamics,Springer,Physics,http://dx.doi.org/10.1007/BFb0057505,"J. L. Hemmen, I. Morgenstern",9783540478195,275,1987
,Heidelberg Colloquium on Spin Glasses,Springer,Physics,http://dx.doi.org/10.1007/3-540-12872-7,"J. L. Hemmen, I. Morgenstern",9783540387619,192,1983
,Hermitian and Kählerian Geometry in Relativity,Springer,Physics,http://dx.doi.org/10.1007/3-540-07540-2,E. J. Flaherty,9783540380689,46,1976
,Hermitian K-Theory and Geometric Applications,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061366,H. Bass,9783540377733,343,1973
,Heterocyclic Chemistry,New Age International,"Science , Chemistry",http://elib4u.ipublishcentral.com/product/heterocyclic-chemistry ,Raj K Bansal,9788122457025,6th ed.,2020
,Heterogeneous Catalysis,New Age International,"Chemical & Biochemical , Engineering , Chemistry , Science",http://elib4u.ipublishcentral.com/product/heterogeneous-catalysis50168805 ,"D K Chakrabarty  , B Viswanathan",9788122470529,,2008
,Heterogeneous Computing,Association for Computing Machinery,Electrical and Electronic Engineering,https://dl.acm.org/citation.cfm?id=3281649,Mohamed Zahran,9781450360982,,2019
,Heterogeneous Facial Analysis and Synthesis,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-13-9148-4,"Yi Li, Huaibo Huang, Ran He, Tieniu Tan",9789811391484,,2020
,Heterogeneous SoC Design and Verification,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-56152-8,Khaled Salah Mohamed,9783031561528,,2024
,Heterogeneous Spatial Data,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02589-1,"Giuseppe Patanè, Michela Spagnuolo",9783031025891,,2016
,Heteroskedasticity in Regression,SAGE Publications Ltd,Heteroskedasticity,https://doi.org/10.4135/9781452270128,Robert L. Kaufman,9781452270128,,2013
,Heuristic Inquiry,SAGE Publications Ltd,Heuristic Inquiry,https://doi.org/10.4135/9781071802632,Thanem,9781071802632,,2019
,Heuristic Research,SAGE Publications Ltd,Heuristic,https://doi.org/10.4135/9781412995641,Clark Moustakas,9781412995641,,1990
,Hf-Based High-k Dielectrics,Synthesis Collection of Technology (R0),"Engineered Materials, Dielectrics and Plasmas",https://doi.org/10.1007/978-3-031-02552-5,"Young-Hee Kim, Jack C. Lee",9783031025525,,2005
,Hidden Assets,Springer US,"Organization, Human Resource Management, ",http://link.springer.com/10.1007/b100335,"Ehin, Charles",9781402080821,,2004
,Hierarchical Associative Processing System,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-15652-6,Heinrich J. Stüttgen,9783540395591,195,1985
,Hierarchical Linear Modeling,SAGE Publications Ltd,Linear Modeling,https://doi.org/10.4135/9781483384450,G. David Garson,9781483384450,,2013
,High Accuracy Computing Methods,Cambridge University Press,Engineering,https://doi.org/10.1017/CBO9781139151825,Tapan Sengupta,9781139151825,,2012
,High Dynamic Range Image Reconstruction,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-79522-0,"Asla M. Sa, Paulo Cezar Carvalho, Luiz Velho",9783031795220,,2007
,High Dynamic Range Video,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-79528-2,"Karol Myszkowski, Rafal Mantiuk, Grzegorz Krawczyk",9783031795282,,2008
,High Fidelity Haptic Rendering,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-79519-0,"Miguel A. Otaduy, Ming C. Lin",9783031795190,,2006
,High Level Structures for Quantum Computing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02516-7,Jaroslaw Miszczak,9783031025167,,2012
,High Performance Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41005-6,"Juan Luis Crespo-Mariño, Esteban Meneses-Rojas",9783030410056,,2020
,High Performance Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-50743-5,"Ponnuswamy Sadayappan, Bradford L. Chamberlain, Guido Juckeland, Hatem Ltaief",9783030507435,,2020
,High Performance Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59851-8,"Heike Jagode, Hartwig Anzt, Guido Juckeland, Hatem Ltaief",9783030598518,,2020
,High Performance Computing Systems,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41050-6,"Calebe Bianchini, Carla Osthoff, Paulo Souza, Renato Ferreira",9783030410506,,2020
,High Performance Datacenter Networks,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01730-8,"Dennis Abts, John Kim",9783031017308,,2011
,High Performance Transaction Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51085-0,"Dieter Gawlick, Mark Haynie, Andreas Reuter",9783540461555,359,1989
,High Resolution in Solar Physics,Springer,Physics,http://dx.doi.org/10.1007/BFb0022390,Richard Muller,9783540396086,233,1985
,High Voltage Insulation Engineering,New Age International,"Engineering , Electrical Engineering",http://elib4u.ipublishcentral.com/product/high-voltage-insulation-engineering ,"Ravindra Arora  , Wolfgang Mosch",9788122470611,,1995
,"High-Energy Ion-Atom Collisions: Proceedings of the 3rd Workshop on High-Energy Ion-Atom Collisions Held in Debrecen, Hungary",Springer,Physics,http://dx.doi.org/10.1007/3-540-18732-4,"D. Berényi, G. Hock",9783540481294,294,1988
,"High-Energy Ion-Atom Collisions: Proceedings of the 4th Workshop on High-Energy Ion-Atom Collision Processes Held in Debrecen, Hungary",Springer,Physics,http://dx.doi.org/10.1007/3-540-53738-4,"D. Berényi, G. Hock",9783540470809,376,1991
,Higher Algebraic K-Theory: an overview,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0088876,"Emilio Lluis-Puebla, Jean-Louis Loday, Henri Gillet, Christophe Soulé, Victor Snaith",9783540466390,1491,1992
,Higher Arithmetic : An Introduction to the Theory of Numbers,Cambridge University Press,"Mathematics, Number Theory",https://doi.org/10.1017/CBO9780511818097,Davenport,9780511818097,8th ed.,2024
,Higher Engineering Mathematics,McGraw Hill,Core Engineering,https://resolver.vitalsource.com/9789339216016/?brand=mcgrawhillindia.vitalsource.com  ,"Ramana, B. V.",,,2006
,Higher K-Theories,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0067048,H. Bass,9783540377672,341,1973
,Higher Order Contact of Submanifolds of Homogeneous Spaces,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0068415,Gary R. Jensen,9783540371205,610,1977
,"Higher Order Logic Theorem Proving and Its Applications: 6th International Workshop, HUG '93 Vancouver, B. C., Canada",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57826-9,"Jeffrey J. Joyce, Carl-Johan H. Seger",9783540483465,780,1994
,"Higher Order Logic Theorem Proving and Its Applications: 7th International Workshop Valletta, Malta",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58450-1,"Thomas F. Melham, Juanito Camilleri",9783540488033,859,1994
,"Higher Order Logic Theorem Proving and Its Applications: 8th International Workshop Aspen Grove, UT, USA",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60275-5,"E. Thomas Schubert, Philip J. Windley, James Alves-Foss",9783540447849,971,1995
,Higher Set Theory,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0103096,"Gert H. Müller, Dana S. Scott",9783540357490,669,1978
,"Higher-Order Algebra, Logic, and Term Rewriting: First International Workshop, HOA'93 Amsterdam, The Netherlands",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58233-9,"Jan Heering, Karl Meinke, Bernhard Möller, Tobias Nipkow",9783540485797,816,1994
,"Higher-Order Algebra, Logic, and Term Rewriting: Second International Workshop, HOA '95 Paderborn, Germany",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61254-8,"Gilles Dowek, Jan Heering, Karl Meinke, Bernhard Möller",9783540683896,1074,1996
,Higher-Order FDTD Schemes for Waveguides and Antenna Structures,Synthesis Collection of Technology (R0),"Fields, Waves and Electromagnetics",https://doi.org/10.1007/978-3-031-01688-2,"Nikolaos V. Kantartzis, Theodoros D. Tsiboukis",9783031016882,,2006
,"Highlights in Practical Applications of Agents, Multi-Agent Systems, and Trust-worthiness. The PAAMS Collection",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-51999-5,"Fernando De La Prieta, Philippe Mathieu, Jaime Andrés Rincón Arango, Alia El Bolock, Elena Del Val, Jaume Jordán Prunera, João Carneiro, Rubén Fuentes, Fernando Lopes, Vicente Julian",9783030519995,,2020
,High-Order Finite Difference and Finite Element Methods for Solving Some Partial Differential Equations,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-44784-6,Ulziibayar Vandandoo... (et al.),9783031447846,,2024
,High-Performance and High-Speed Pipelined ADCs,Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-29700-7,Manar El-Chammas,9783031297007,,2023
,"High-Performance Computing and Networking: International Conference and Exhibition HPCN EUROPE 1996 Brussels, Belgium",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61142-8,"Heather Liddell, Adrian Colbrook, Bob Hertzberger, Peter Sloot",9783540499558,1067,1996
,"High-Performance Computing and Networking: International Conference and Exhibition Milan, Italy, May 3–5, 1995 Proceedings",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0046600,"Bob Hertzberger, Giuseppe Serazzi",9783540492429,919,1995
,"High-Performance Computing and Networking: International Conference and Exhibition Munich, Germany, April 18–20, 1994 Proceedings Volume II: Networking and Tools",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-57981-8,"Wolfgang Gentzsch, Uwe Harms",9783540484080,797,1994
,"High-Performance Computing and Networking: International Conference and Exhibition Munich, Germany, April 18–20, 1994 Proceedings, Volume I: Applications",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0020340,"Wolfgang Gentzsch, Uwe Harms",9783540484066,796,1994
,"High-Performance Computing Systems and Technologies in Scientific Research, Automation of Control and Production",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-66895-2,"Vladimir Jordan, Nikolay Filimonov, Ilya Tarasov, Vladimir Faerman",9783030668952,,2020
,High-Resolution and High-Speed Integrated CMOS AD Converters for Low-Power Applications ,Springer Nature,Engineering,https://doi.org/10.1007/978-3-319-62012-1,"Weitao Li, Fule Li, Zhihua Wang",9783319620121,,2018
,High-Robust Control Schemes for Dual-Active-Bridge-Based DC–DC Converter Systems in Renewable Energy Applications,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-72963-8,Nie Hou,9783031729638,,2025
,High-Speed Digital System Design,Synthesis Collection of Technology (R0),"Components, Circuits, Devices and Systems",https://doi.org/10.1007/978-3-031-79740-8,Justin Davis,9783031797408,,2006
