langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Interactive GPU-based Visualization of Large Dynamic Particle Data,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02604-1,"Martin Falk, Sebastian Grottel, Michael Krone, Guido Reina",9783031026041,,2017
,"Interactive IR User Study Design, Evaluation, and Reporting",Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02319-4,"Jiqun Liu, Chirag Shah",9783031023194,,2019
,Interactive Qualitative Analysis,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781412984539,Norvell Northcutt; Danny McCoy,9781412984539,,2004
,Interactive Relational Database Design,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0019944,"Tapan P. Bagchi, Vinay K. Chaudhri",9783540468400,402,1989
,Interactive Shape Design,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-79534-3,"Marie-Paule Cani, Takeo Igarashi, Geoff Wyvill",9783031795343,,2008
,Interactive Storytelling,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-62516-0,"Anne-Gwenn Bosser, David E. Millard, Charlie Hargood",9783030625160,,2020
,Interactive Systems,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-08141-0,"Albrecht Blaser, Clemens Hackl",9783540373865,49,1977
,Interactive Technologies and Autism,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01604-2,"Julie A. Kientz, Gillian R. Hayes, Matthew S. Goodwin, Mirko Gelsomini, Gregory D. Abowd, Gregory Abowd",9783031016042,2nd ed.,2020
,Interactive Technologies for Autism,Synthesis Collection of Technology (R0),"Bioengineering, Components, Circuits, Devices and Systems, Computing and Processing, Robotics and Control Systems, Signal Processing and Analysis",https://doi.org/10.1007/978-3-031-01595-3,"Julie A. Kientz, Matthew Goodwin, Gillian R. Hayes, Gregory D. Abowd",9783031015953,,2014
,"Interactivity, Game Creation, Design, Learning, and Innovation",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-53294-9,"Anthony Brooks, Eva Irene Brooks",9783030532949,,2020
,Interface Effects in Elastic Wave Scattering,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-48306-9,"Samuel D. Bogan, Mark K. Hinders",9783540483069,19,1994
,Interface for an App—The design rationale leading to an app that allows someone with Type 1 diabetes to self-manage their condition,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-02233-3,Bob Spence,9783031022333,,2021
,Intermediate Guide to SPSS Programming,SAGE Publications Ltd,SPSS,https://doi.org/10.4135/9781412983266,Sarah Boslaugh,9781412983266,,2005
,Intermediate Probability Theory for Biomedical Engineers,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01614-1,"John D. Enderle, David C. Farden, Daniel J. Krause",9783031016141,,2006
,Intermediate Statistics Using SPSS,SAGE Publications Ltd,SPSS,https://doi.org/10.4135/9781071802625,Coghlan,9781071802625,,2018
,Intermolecular and Surface Forces,Academic Press,Thermodynamics,https://www.sciencedirect.com/science/book/9780123919274,Jacob N Israelachvili,,3rd ed.,2011
,Internal Combustion Engines: Applied Thermosciences,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/473939,Allan T. Kirkpatrick,9789357464437,4th ed.,2024
,Internal Combustion Processes of Liquid Rocket Engines : Modeling and Numerical Simulations,Wiley,"Combustion , Heat Transfer",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118890035,Zhen-Guo Wang,9781118890035,,2016
,Internal Evaluation,SAGE Publications Ltd,Evaluation research,https://doi.org/10.4135/9781412984546,Arnold J. Love,9781412984546,,1991
,International Financial Management,Wiley India,Management,https://ebooks.wileyindia.com/product-details/436502,Shapiro,9789357460873,11th ed,2023
,International Handbook of Practice-Based Performance Management,SAGE Publications Ltd,"Performance,  Measurement",https://doi.org/10.4135/9781412982719,Maria P. Aristigueta; Frances Stokes Berry; Patria de Lancer Julnes; Kaifeng Yang,9781412982719,,2007
,International Review of Industrial and Organizational Psychology 2003 V18,Wiley,"Psychology, Applied Psychology",https://onlinelibrary.wiley.com/doi/book/10.1002/0470013346,Cooper,9780470013342,,2003
,International Review of Industrial and Organizational Psychology 2004 V19,Wiley,"Psychology, Applied Psychology",https://onlinelibrary.wiley.com/doi/book/10.1002/0470013311,Cooper,9780470013311,,2004
,International Review of Industrial and Organizational Psychology 2005 V20,Wiley,"Psychology, Applied Psychology",https://onlinelibrary.wiley.com/doi/book/10.1002/0470029307,Hodgkinson,9780470029305,,2005
,International Symposium on History of Machines and Mechanisms,Springer Netherlands,"Engineering Design, General Cultural Heritage, Mechanical Engineering
History",http://link.springer.com/10.1007/1-4020-2204-2,"Ceccarelli, Marco",9781402022043,,2004
,International Symposium on Mathematical Problems in Theoretical Physics,Springer,Physics,http://dx.doi.org/10.1007/BFb0013294,Huzihiro Araki,9783540375098,39,1975
,International Symposium on Programming: 5th Colloquium Turin,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-11494-7,"Mariangiola Dezani-Ciancaglini, Ugo Montanari",9783540391845,137,1982
,International Symposium on Programming: 6th Colloquium Toulouse,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-12925-1,"M. Paul, B. Robinet",9783540388098,167,1984
,International Symposium on Programming: Proceedings of the Fourth ‘Colloque International sur la Programmation’ Paris,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-09981-6,Bernard Robinet,9783540392330,83,1980
,International Symposium on Theoretical Programming,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-06720-5,"Andrei Ershov, Valery A. Nepomniaschy",9783540380122,5,1974
,Internet Communication and Qualitative Research,SAGE Publications Ltd,"Research, Computer network resources",https://doi.org/10.4135/9781849209281,Chris Mann; Fiona Stewart,9781849209281,,2000
,Internet Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-34957-8,Ali Sunyaev,9783030349578,,2020
,Internet Data Collection,SAGE Publications Ltd,Data Collection,https://doi.org/10.4135/9781412984553,Samuel J. Best; Brian S. Krueger,9781412984553,,2004
,Internet of Medical Things for Smart Healthcare,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-8097-0,"Chinmay Chakraborty, Amit Banerjee, Lalit Garg, Joel J. P. C. Rodrigues",9789811580970,,2020
,Internet of Things - ICIOT 2020,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-59615-6,"Wei Song, Kisung Lee, Zhisheng Yan, Liang-Jie Zhang, Huan Chen",9783030596156,,2020
,Internet of Things (IoT),Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-37468-6,"Mansaf Alam, Kashish Ara Shakil, Samiya Khan",9783030374686,,2020
,Internet of things A to Z : Technologies and applications,Wiley,Artificial Intelligence,https://onlinelibrary.wiley.com/doi/book/10.1002/9781119456735,Qusay F. Hassan,9781119456735,,2018
,Internet of Things Use Cases for the Healthcare Industry,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-37526-3,"Pethuru Raj, Jyotir Moy Chatterjee, Abhishek Kumar, B. Balamurugan",9783030375263,,2020
,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-65726-0,"Olga Galinina, Sergey Andreev, Sergey Balandin, Yevgeni Koucheryavy",9783030657260,,2020
,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-65729-1,"Olga Galinina, Sergey Andreev, Sergey Balandin, Yevgeni Koucheryavy",9783030657291,,2020
,Internet of Things. A Confluence of Many Disciplines,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-43605-6,"Augusto Casaca, Srinivas Katkoori, Sandip Ray, Leon Strous",9783030436056,,2020
,Internet of Things: Concepts and System Design,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-41346-0,Milan Milenkovic,9783030413460,,2020
,Internet of Vehicles. Technologies and Services Toward Smart Cities,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38651-1,"Ching-Hsien Hsu, Sondès Kallel, Kun-Chan Lan, Zibin Zheng",9783030386511,,2020
,Internet Research Methods,SAGE Publications Ltd,"Research,  Computer network",https://doi.org/10.4135/9781849209298,Claire Hewson; Peter Yule; Carl Vogel; Dianna Laurent,9781849209298,,2002
,Internet Research Methods,SAGE Publications Ltd,Internet Mediated Research,https://doi.org/10.4135/9781473920804,Claire Hewson,9781526485113,2nd ed.,2015
,Internet Research Skills,SAGE Publications Ltd,Internet research,https://doi.org/10.4135/9781849209304,Niall Ó Dochartaigh,9781849209304,2nd ed.,2007
,Internet Research Skills,SAGE Publications Ltd,Internet research,https://doi.org/10.4135/9781526435422,Niall Ó Dochartaigh,9781526435422,3rd ed.,2012
,Internet Transport Economics,Synthesis Collection of Technology (R0),Communications Engineering,https://doi.org/10.1007/978-3-031-14421-9,Richard T. B. Ma,9783031144219,,2022
,Interplanetary Dust and Zodiacal Light,Springer,Physics,http://dx.doi.org/10.1007/3-540-07615-8,"H. Elsässer, H. Fechting",9783540381334,48,1976
,Interpolation Functors and Duality,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0077081,"Sten Kaijser, Joan Wick Pelletier",9783540470441,1208,1986
,Interpolation Spaces and Allied Topics in Analysis,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0099087,"Michael Cwikel, Jaak Peetre",9783540389132,1070,1984
,Interpretable and Annotation-Efficient Learning for Medical Image Computing,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61166-8,"Jaime Cardoso, Hien Van Nguyen, Nicholas Heller, Pedro Henriques Abreu, Ivana Isgum, Wilson Silva, Ricardo Cruz, Jose Pereira Amorim, Vishal Patel, Badri Roysam, Kevin Zhou, Steve Jiang, Ngan Le, Khoa Luu, Raphael Sznitman, Veronika Cheplygina, Diana Mateus, Emanuele Trucco, Samaneh Abbasi",9783030611668,,2020
,Interpreting and Using Regression,SAGE Publications Ltd,Regression,https://doi.org/10.4135/9781412984560,Christopher H. Achen,9781412984560,,1982
,Interpreting and Using Statistics in Psychological Research,SAGE Publications Ltd,Psychological Research,https://doi.org/10.4135/9781506304144,Andrew Christopher,9781506304144,,2017
,Interpreting Interviews,SAGE Publications Ltd,"Interviewing,  Technique",https://doi.org/10.4135/9781446268353,Mats Alvesson,9781446268353,,2011
,Interpreting Probability Models,SAGE Publications Ltd,Probability Models,https://doi.org/10.4135/9781412984577,Tim Futing Liao,9781412984577,,1994
,Interpreting Quantitative Data,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781849209311,David Byrne,9781849209311,,2002
,Interpreting Quantitative Data with IBM SPSS Statistics,SAGE Publications Ltd,"Social sciences, Research",https://doi.org/10.4135/9781526435439,Rachad Antonius,9781526435439,2nd ed.,2013
,Interpreting Quantitative Data with SPSS,SAGE Publications Ltd,SPSS (Computer file),https://doi.org/10.4135/9781849209328,Rachad Antonius,9781849209328,,2003
,Interpretive Autoethnography,SAGE Publications Ltd,Autoethnography,https://doi.org/10.4135/9781506374697,Norman K. Denzin,9781506374697,2nd ed.,2014
,Interpretive Biography,SAGE Publications Ltd,Autobiography,https://doi.org/10.4135/9781412984584,Norman K. Denzin,9781412984584,,1989
,Interpretive Interactionism,SAGE Publications Ltd,Interactionism,https://doi.org/10.4135/9781412984591,Norman K. Denzin,9781412984591,2nd ed.,2001
,Interrupted Time Series Analysis,SAGE Publications Ltd,Time Series Analysis,https://doi.org/10.4135/9781412984607,"Errol Meidinger; Richard A. Hay, Jr; David McDowall; Richard McCleary",9781412984607,,1980
,Interval Mathematics,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-07170-9,Karl Nickel,9783540375043,29,1975
,Interval Mathematics 1985,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-16437-5,Karl Nickel,9783540397793,212,1986
,Interviewing Children and Young People for Research,SAGE Publications Ltd,Interviewing Children,ttps://doi.org/10.4135/9781526419439,Michelle O'Reilly,9781526485601,,2016
,Interviewing for Social Scientists,SAGE Publications Ltd,Interviewing in sociology,https://doi.org/10.4135/9781849209335,Peter T Knight; Hilary Arksey,9781849209335,,1999
,Interviewing Groups and Individuals in Qualitative Market Research,SAGE Publications Ltd,Market Research,https://doi.org/10.4135/9781849209342,Joanna Chrzanowska,9781849209342,,2002
,Introducing Counselling and Psychotherapy Research,SAGE Publications Ltd,"Psychotherapy, Research Methodology",https://doi.org/10.4135/9781473914216,William West; Terry Hanley; Clare Lennie,9781473914216,,2013
,Introducing Language Typology,Cambridge University Press,Language and Linguistics,https://doi.org/10.1017/CBO9780511978876,Moravcsik,9780511978876,,2018
,Introducing LISREL,SAGE Publications Ltd,"Lisrel, Computer program",https://doi.org/10.4135/9781849209359,Adamantios Diamantopoulos; Judy A Siguaw,9781849209359,,2000
,Introducing Multilevel Modeling,SAGE Publications Ltd,"Social sciences, Mathematical models",https://doi.org/10.4135/9781849209366,Jan de Leeuw; Ita G G Kreft,9781849209366,,1998
,Introducing Qualitative Research,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9780857029034,Rosaline Barbour,9780857029034,,2008
,Introducing Qualitative Research,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781526485045,Rosaline Barbour,9781526485045,2nd ed.,2013
,Introducing Social Networks,SAGE Publications Ltd,"Social networks,  Research",https://doi.org/10.4135/9781849209373,Michel Forsé; Alain Degenne,9781849209373,,1999
,Introducing Survival and Event History Analysis,SAGE Publications Ltd,Event history analysis,https://doi.org/10.4135/9781446268360,Melinda Mills,9781446268360,,2011
,Introduction to Action Research,SAGE Publications Ltd,Action Research,https://doi.org/10.4135/9781412984614,Davydd J. Greenwood; Morten Levin,9781412984614,2nd ed.,2007
,Introduction to AI And ML,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789355326409,MHE,,,2024
,Introduction to Analog & Digital Communications,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/281911,Haykin,9788126594870,2nd ed.,2020
,Introduction to Analysis,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-67954-4,Hidefumi Katsuura,9783031679544,,2025
,Introduction to Analysis of Variance,SAGE Publications Ltd,Analysis of variance,https://doi.org/10.4135/9781412984621,J. Rick Turner; Julian Thayer,9781412984621,,2001
,Introduction to Analysis on Wiener Space,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0096328,Ali Süleyman Üstünel,9783540446620,1610,1995
,Introduction to Analytic Number Theory,Springer Nature,Mathematics and Statistics,https://doi.org/10.1007/978-1-4757-5579-4,Tom M. Apostol,9781475755794,,1976
,Introduction to Applications of Modular Forms,Synthesis Collection of Technology (R0),Mathematics,https://doi.org/10.1007/978-3-031-32629-5,Zafer Selcuk Aygin,9783031326295,,2023
,Introduction to Applied Colloid and Surface Chemistry,Wiley,"Chemistry, Physical Chemistry",https://onlinelibrary.wiley.com/doi/book/10.1002/9781118881194,Kontogeorgis,9781118881194,,2016
,Introduction to Applied Demography,SAGE Publications Ltd,Applied Demography,https://doi.org/10.4135/9781412984638,Norfleet W. Rives; William J. Serow,9781412984638,,1984
,"Introduction to Applied Linear Algebra: Vectors, Matrices, and Least Squares",Cambridge University Press,"Engineering,Engineering Mathematics and Programming,Statistical Theory and Methods,Statistics and Probability",https://doi.org/10.1017/9781108583664,Boyd,9781108583664,,2012
,Introduction to Applied Semiotics: Tools for Text and Image Analysis,Taylor & Francis ,Communication Studies,http://www.taylorfrancis.com/books/9780429329807,Louis Hébert; Julie Tabler,9780429329807,,2020
,Introduction to Arabic Natural Language Processing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02139-8,Nizar Y. Habash,9783031021398,,2010
,Introduction to atmospheric chemistry,Princeton University Press,Earth Sciences,https://www.degruyter.com/isbn/9781400841547,"Jacob, Danial J.",9781400841547,,2000
,Introduction to Biomedical Engineering : Biomechanics and Bioelectricity - Part I,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01636-3,Douglas Christensen,9783031016363,,2009
,Introduction to Biomedical Engineering : Biomechanics and Bioelectricity - Part II,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01638-7,Douglas Christensen,9783031016387,,2009
,Introduction to Biomedical Instrumentation,Cambridge University Press,"Engineering,Life Sciences, Biomedical Engineering,Biotechnology",https://doi.org/10.1017/CBO9780511808937,Christe,9780511808937,,2012
,Introduction to Cellular Network Analysis Using Stochastic Geometry,Synthesis Collection of Technology (R0),Computer Science,https://doi.org/10.1007/978-3-031-29743-4,"Jeffrey G. Andrews, Abhishek K. Gupta, Ahmad Alammouri, Harpreet S. Dhillon",9783031297434,,2023
,Introduction to Chemical Engineering Thermodynamics,McGraw Hill,Mechanical Engineering,https://resolver.vitalsource.com/9789353168506/?brand=mcgrawhillindia.vitalsource.com  ,Smith,,8th ed.,2018
,Introduction to Chemical Equipment Design: Mechanical Aspects,CBS Publishers,Chemical Engineering,http://www.eduport-global.com/product/introduction-to-chemical-equipment-design-mechanical-aspects,Bhattacharya,9789388108522,,2020
,Introduction to Chemical Kinetics,Institute of Physics Publishing ,"Physcis , Atomic and molecular physics",https://iopscience.iop.org/book/978-1-6817-4664-7,"Vallance, C",9780750328760,,2016
,Introduction to Chinese Natural Language Processing,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02133-6,"Kam-Fai Wong, Wenjie Li, Ruifeng Xu, Zheng-sheng Zhang",9783031021336,,2010
,Introduction to Classical Field Theory — A tour of the fundamental interactions,Institute of Physics Publishing ,"Physcis , Classical physics",https://iopscience.iop.org/book/978-1-64327-084-5,"Lancaster, J L",9780750329378,,2018
,Introduction to Computation in Physical Sciences,Synthesis Collection of Technology (R0),Mathematics of Computing,https://doi.org/10.1007/978-3-031-17646-3,"Jay Wang, Adam Wang",9783031176463,,2023
,Introduction to Computational Biochemistry,Wiley,"Biochemistry, Mathematics",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=159851&query=,"Tsai, C.Stan",9780471461098,,2003
,Introduction to Computational Origami,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-319-59189-6,Tetsuo Ida,9783319591896,,2020
,Introduction to Computational Origami,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-15-4470-5,Ryuhei Uehara,9789811544705,,2020
,Introduction to Computational Physics for Undergraduates,Institute of Physics Publishing ,"Physcis , Mathematics and computation",https://iopscience.iop.org/book/978-1-6817-4896-2,"Zubairi, O",9781681748931,,2017
,Introduction to Conformal Invariance and Its Applications to Critical Phenomena,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-47575-0,"P. Christe, M. Henkel",9783540475750,16,1993
,Introduction to Constraint-Based Temporal Reasoning,Synthesis Collection of Technology (R0),"Computing and Processing, General Topics for Engineers",https://doi.org/10.1007/978-3-031-01567-0,"Roman Barták, Robert A. Morris, K. Brent Venable",9783031015670,,2014
,Introduction to Continuum Biomechanics,Synthesis Collection of Technology (R0),Bioengineering,https://doi.org/10.1007/978-3-031-01626-4,"Kyriacos Athanasiou, Roman Natoli",9783031016264,,2009
,Introduction to continuum mechanics,Butterworth-Heinemann,Engineering ,https://www.sciencedirect.com/science/book/9780750685603,"Lai, W. Michael &Rubin Krempl",,4th ed.,2009
,Introduction to Continuum Mechanics,Cambridge University Press,"Mathematics,Engineering, Solid Mechanics and Materials,Fluid Dynamics and Solid Mechanics",https://doi.org/10.1017/CBO9780511841576,Nair,9780511841576,,2013
,Introduction to Continuum Mechanics,Cambridge University Press,"Mathematics, Engineering, Fluid Dynamics and Solid Mechanics, Solid Mechanics and Materials",https://doi.org/10.1017/CBO9781139178952,Reddy,9781139178952,2nd ed.,2023
,Introduction to Critical Management Research,SAGE Publications Ltd,"Management,  Research",https://doi.org/10.4135/9780857024336,Mihaela L Kelemen; Nick Rumens,9780857024336,,2008
,Introduction to Data Mining,Pearson,STEM,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,Tan,9789354495014,2nd ed.,2021
,Introduction to Data Mining: Pearson New International Edition,Pearson Education,Computer Science/IT,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5174845,"Tan, Pang-Ning;Steinbach, Michael;Kumar, Vipin",9781292038551,,2014
,Introduction to Data Science,Wiley India,Management,https://ebooks.wileyindia.com/product-details/285522,"B. Uma Maheswari, R. Sujatha",9789354640513,,2021
,Introduction to Deep Learning for Engineers,Synthesis Collection of Technology (R0),"Communication, Networking and Broadcast Technologies, Components, Circuits, Devices and Systems, Computing and Processing",https://doi.org/10.1007/978-3-031-79665-4,Tariq M. Arif,9783031796654,,2020
,Introduction to Design and Culture: 1900 to the Present,Taylor & Francis ,"Arts, Humanities",http://www.taylorfrancis.com/books/9781351023306,Penny Sparke,9781351023306,4th ed.,2020
,Introduction to Distributed Self-Stabilizing Algorithms,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-02013-1,"Karine Altisen, Stéphane Devismes, Swan Dubois, Franck Petit",9783031020131,,2019
,Introduction to Duplicate Detection,Synthesis Collection of Technology (R0),Computing and Processing,https://doi.org/10.1007/978-3-031-01835-0,"Felix Nauman, Melanie Herschel",9783031018350,,2010
,Introduction to Dynamic Meteorology,Academic Press,Earth & Environmental Science ,https://www.sciencedirect.com/science/book/9780123848666,"Hakim, Gregory J.",,5th ed.,2012
,Introduction to Educational Research,SAGE Publications Ltd,Educational Research,https://doi.org/10.4135/9781483384443,W. Newton Suter,9781483384443,2nd ed.,2012
,Introduction to Electrodynamics,Cambridge University Press,"Classical Physics,Electronic, Optoelectronic Devices, and Nanotechnology,Engineering,Physics and Astronomy",https://doi.org/10.1017/9781009397735,Griffiths,9781009397735,5th ed.,2012
,Introduction to Electrodynamics: Pearson New International Edition,Pearson Education UK,"Science, Science: Physics",https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=5137912,"Griffiths, David J.",9781292034652,4th ed.,2014
,Introduction to Electromagnetic Compatibility,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/284334,Paul,9788126591770,2nd ed.,2020
