langcode,title,field_a2zpublisher,field_a2zsubject,field_a2zurl,field_author,field_isbn,field_vol,field_year
,Analytical Performance Modeling for Computer Systems,Synthesis Collection of Technology (R0),"Mathematics, Computer Science",https://doi.org/10.1007/978-3-031-01800-8,Y.C. Tay,9783031018008,2nd ed.,2014
,Analytical Performance Modeling for Computer Systems,Synthesis Collection of Technology (R0),"Mathematics, Computer Science",https://doi.org/10.1007/978-3-031-01803-9,Y.C. Tay,9783031018039,3rd ed.,2018
,Analytical Solutions for Two Ferromagnetic Nanoparticles Immersed in a Magnetic Field,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-02019-3,Gehan Anthonys,9783031020193,,2018
,Analytical Techniques for Solving Nonlinear Partial Differential Equations,Synthesis Collection of Technology (R0),"Mathematics, Statistics",https://doi.org/10.1007/978-3-031-02417-7,Daniel J. Arrigo,9783031024177,,2019
,Analytically Uniform Spaces and their Applications to Convolution Equations,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0070913,"Carlos A. Berenstein, Milos A. Dostal",9783540371632,256,1972
,Analyzing Analytics,Synthesis Collection of Technology (R0),"Circuits and Systems, Processor Architectures",https://doi.org/10.1007/978-3-031-01749-0,"Rajesh Bordawekar, Bob Blainey, Ruchir Puri",9783031017490,,2016
,Analyzing Complex Survey Data,SAGE Publications Ltd,Survey Data,https://doi.org/10.4135/9781412983341,Eun Sul Lee; Ronald N. Forthofer,9781412983341,2nd ed.,2006
,"Analyzing Costs, Procedures, Processes, and Outcomes in Human Services",SAGE Publications Ltd,Human services,https://doi.org/10.4135/9781412983358,Brian T. Yates,9781412983358,,1996
,Analyzing Decision Making,SAGE Publications Ltd,Decision Making,https://doi.org/10.4135/9781412983365,Jordan J. Louviere,9781412983365,,1988
,Analyzing Documentary Accounts,SAGE Publications Ltd,Documentary Accounts,https://doi.org/10.4135/9781412983372,Randy Hodson,9781412983372,,1999
,Analyzing Narrative Reality,SAGE Publications Ltd,Narrative Reality,https://doi.org/10.4135/9781452234854,Jaber F. Gubrium; James A. Holstein,9781452234854,,2009
,Analyzing Panel Data,SAGE Publications Ltd,Panel Data,https://doi.org/10.4135/9781412983389,Gregory B. Markus,9781412983389,,1979
,Analyzing Qualitative Data,SAGE Publications Ltd,Qualitative research,https://doi.org/10.4135/9781526441867,Graham Gibbs,9781526441867,2nd ed.,2018
,Analyzing Quantitative Data,SAGE Publications Ltd,Social sciences,https://doi.org/10.4135/9781849208604,Norman Blaikie,9781849208604,,2003
,Analyzing Repeated Surveys,SAGE Publications Ltd,Surveys,https://doi.org/10.4135/9781412983396,Glenn Firebaugh,9781412983396,,1997
,Analyzing Social and Political Change,SAGE Publications Ltd,Social sciences ,https://doi.org/10.4135/9781849208611,Richard B Davies; Angela Dale,9781849208611,,1994
,Analyzing Talk in the Social Sciences,SAGE Publications Ltd,"Research, Methodology",https://doi.org/10.4135/9781473965454,Katherine Bischoping,9781473965454,,2016
,Analyzing Visual Data,SAGE Publications Ltd,Social sciences--Research,https://doi.org/10.4135/9781412983402,Gregory W. H. Smith; Michael S. Ball,9781412983402,,2001
,Anatomy of the Case Study,SAGE Publications Ltd,Case method,https://doi.org/10.4135/9781473920156,Gary Thomas; Kevin Myers,9781473920156,,2015
,Ancient Hindu Science,Synthesis Collection of Technology (R0),Science - History,https://doi.org/10.1007/978-3-031-79402-5,Alok Kumar,9783031794025,,2019
,Anger Management,SAGE,"Stress Management, Violence & Health Issues",https://evidya.sagepub.in/library/anger-management?bookId=3951&siteName=evidya,Swati Y Bhave,,,2015
,Anmol Betiyan,SAGE,"Women's Studies, Sociology",https://evidya.sagepub.in/library/anmol-betiyan?bookId=3583&siteName=evidya,Alice W. Clark,,,2015
,ANNA A Language for Annotating Ada Programs,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-17980-1,"David C. Luckham, Friedrich W. Henke, Bernd Krieg-Brückner, Olaf Owe",9783540472025,260,1987
,Anneaux locaux henséliens,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0069571,Michel Raynaud,9783540364061,169,1970
,Anomaly Detection as a Service,Synthesis Collection of Technology (R0),Data Security,https://doi.org/10.1007/978-3-031-02354-5,"Danfeng (Daphne) Yao, Xiaokui Shu, Long Cheng, Salvatore J. Stolfo",9783031023545,,2018
,Another World,Yale University Press,Design,http://www.degruyter.com/isbn/9780300223781,"Mainardi, Patricia",9780300223781,,2017
,ANOVA,SAGE Publications Ltd,ANOVA,https://doi.org/10.4135/9781412983419,Ellen R. Girden,9781412983419,,1991
,Answer Machine,Synthesis Collection of Technology (R0),Information Seeking and analysis,https://doi.org/10.1007/978-3-031-02280-7,Susan Feldman,9783031022807,,2012
,Answer Set Solving in Practice,Synthesis Collection of Technology (R0),"Artificial Intelligence, Machine Learning",https://doi.org/10.1007/978-3-031-01561-8,"Martin Gebser, Roland Kaminski, Benjamin Kaufmann, Torsten Schaub",9783031015618,,2013
,Answering Queries Using Views,Synthesis Collection of Technology (R0),"Information Theory, Data Structures",https://doi.org/10.1007/978-3-031-01859-6,"Foto Afrati, Rada Chirkova",9783031018596,,2018
,Answering Queries Using Views,Synthesis Collection of Technology (R0),"Information Theory, Data Structures",https://doi.org/10.1007/978-3-031-01871-8,"Foto Afrati, Rada Chirkova",9783031018718,2nd ed.,2019
,Antarrashtreey Rajneeti,SAGE,"Political Science & International Relations, International Relations",https://evidya.sagepub.in/library/antarrashtreey-rajneeti?bookId=3555&siteName=evidya,Rumki Basu,,,2016
,Antennas with Non-Foster Matching Networks,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-01532-8,"James T. Aberle, Robert Loepsinger-Romak",9783031015328,,2007
,Anthropology of Services,Synthesis Collection of Technology (R0),Design - User Interface,https://doi.org/10.1007/978-3-031-02209-8,"Jeanette Blomberg, Chuck Darrah",9783031022098,,2015
,Anthropometry Apparel Sizing and Design,Woodhead Publishing,Engineering,https://www.sciencedirect.com/science/book/9780081026045,"Zakaria, Norsaadah",,2nd ed.,2019
,Anticipation and Decision Making in Sport,Routledge,Behavioral Sciences - Sports,http://www.taylorfrancis.com/books/Behavioral Sciences - Sports,"A. Mark Williams, Robin Jackson",9781315146270,,2019
,"Any Time, Anywhere Computing",Springer US,"Multimedia Information Systems, Data Structures and Information Theory, Computer Communication Networks",http://link.springer.com/10.1007/b115941,"Helal,Abdelsalam ",9780306473012,,2002
,Anyons,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-47466-1,Alberto Lerda,9783540474661,14,1992
,Anywhere-Anytime Signals and Systems Laboratory : From MATLAB to Smartphones,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-02538-9,"Nasser Kehtarnavaz, Fatemeh Saki",9783031025389,,2017
,Anywhere-Anytime Signals and Systems Laboratory : From MATLAB to Smartphones,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-02539-6,"Nasser Kehtarnavaz, Fatemeh Saki, Adrian Duran",9783031025396,2nd ed.,2019
,Anywhere-Anytime Signals and Systems Laboratory : From MATLAB to Smartphones,Synthesis Collection of Technology (R0),Electrical Engineering,https://doi.org/10.1007/978-3-031-02542-6,"Fatemeh Saki, Adrian Duran, Arian Azarang, Nasser Kehtarnavaz",9783031025426,3rd ed.,2020
,"Applicable Algebra, Error-Correcting Codes, Combinatorics and Computer Algebra",Springer,Computer Science,http://dx.doi.org/10.1007/BFb0039172,"Thomas Beth, Michael Clausen",9783540391333,307,1988
,Application and Theory of Petri Nets 1992,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-55676-1,K. Jensen,9783540472704,616,1992
,Application and Theory of Petri Nets 1993,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-56863-8,Marco Ajmone Marsan,9783540477594,691,1993
,Application and Theory of Petri Nets 1994,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58152-9,Robert Valette,9783540484622,815,1994
,Application and Theory of Petri Nets 1995,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60029-9,"Giorgio Michelis, Michel Diaz",9783540494089,935,1995
,Application and Theory of Petri Nets 1996,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-61363-3,"Jonathan Billington, Wolfgang Reisig",9783540685050,1091,1996
,Application and Theory of Petri Nets and Concurrency,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-51831-8,"Ryszard Janicki, Natalia Sidorova, Thomas Chatain",9783030518318,,2020
,Application Design for Wearable Computing,Synthesis Collection of Technology (R0),"IoT, Mobile computing",https://doi.org/10.1007/978-3-031-02476-4,"Dan Siewiorek, Asim Smailagic, Thad Starner",9783031024764,,2008
,Application of High Magnetic Fields in Semiconductor Physics,Springer,Physics,http://dx.doi.org/10.1007/3-540-11996-5,G. Landwehr,9783540394723,177,1983
,Applications and Techniques in Information Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-981-33-4706-9,"Lejla Batina, Gang Li",9789813347069,,2020
,Applications and Usability of Interactive TV,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-56574-9,"María J. Abásolo, Raoni Kulesza, Joaquín D. Pina Amargós",9783030565749,,2020
,"Applications in Engineering, Life and Social Sciences, Part A",De Gruyter,Applied Mathematics,http://www.degruyter.com/isbn/9783110571905,"Bǎleanu, Dumitru / Mendes Lopes, António",9783110571905,,2019
,"Applications in Engineering, Life and Social Sciences, Part B",De Gruyter,Applied Mathematics,http://www.degruyter.com/isbn/9783110571929,"Bǎleanu, Dumitru / Mendes Lopes, António",9783110571929,,2019
,"Applications in Physics, Part A",De Gruyter,Applied Mathematics,http://www.degruyter.com/isbn/9783110571707,"Tarasov, Vasily E.",9783110571707,,2019
,"Applications in Physics, Part B",De Gruyter,Applied Mathematics,http://www.degruyter.com/isbn/9783110571721,"Tarasov, Vasily E.",9783110571721,,2019
,Applications of Affine and Weyl Geometry,Synthesis Collection of Technology (R0),"Mathematics, Statistics",https://doi.org/10.1007/978-3-031-02405-4,"Eduardo García-Río, Peter Gilkey, Stana Nikčević, Ramón Vázquez-Lorenzo",9783031024054,,2013
,Applications of Databases,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58183-9,"Witold Litwin, Tore Risch",9783540484738,819,1994
,Applications of Evolutionary Computation,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-43722-0,"Pedro A. Castillo, Juan Luis Jiménez Laredo, Francisco Fernández de Vega",9783030437220,,2020
,Applications of Field Theory to Statistical Mechanics,Springer,Physics,http://dx.doi.org/10.1007/3-540-13911-7,Luis Garrido,9783540391340,216,1985
,Applications of Invariance in Computer Vision,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-58240-1,"Joseph L. Mundy, Andrew Zisserman, David Forsyth",9783540485834,825,1994
,Applications of Laser-Driven Particle Acceleration,CRC Press,Biomedical Engineering,http://www.taylorfrancis.com/books/Biomedical Engineering,"Paul Bolton, Katia Parodi, Jörg Schreiber",9780429445101,,2018
,Applications of Methods of Functional Analysis to Problems in Mechanics,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0088742,"Paul Germain, Bernard Nayroles",9783540381655,503,1976
,Applications of Minimally Invasive Nanomedicine-Based Therapies in 3D in vitro Cancer Platforms,Synthesis Collection of Technology (R0),"Optics, Lasers",https://doi.org/10.1007/978-3-031-02388-0,"Layla Mohammad-Hadi, Marym Mohammad-Hadi",9783031023880,,2021
,Applications of Self-Adjoint Extensions in Quantum Physics,Springer,Physics,http://dx.doi.org/10.1007/BFb0022942,"Pavel Exner, Petr Šeba",9783540461043,324,1989
,Applications of Sheaves,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061811,"Michael Fourman, Christopher Mulvey, Dana Scott",9783540348498,753,1979
,Applications of Zero-Suppressed Decision Diagrams,Synthesis Collection of Technology (R0),Engineering,https://doi.org/10.1007/978-3-031-79870-2,"Jon T. Butler, Tsutomu Sasao",9783031798702,,2015
,Applied Affective Computing,Association for Computing Machinery,Computer Science,https://dl.acm.org/doi/book/10.1145/3502398,Leimin Tian,9781450395939,,2022
,"Applied Algebra, Algebraic Algorithms and Error-Correcting Codes: 10th International Symposium,AAECC-10 San Juan de Puerto Rico",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-56686-4,"Gérard Cohen, Teo Mora, Oscar Moreno",9783540476306,673,1993
,"Applied Algebra, Algebraic Algorithms and Error-Correcting Codes: 11th International Symposium, AAECC-11 Paris",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60114-7,"Gérard Cohen, Marc Giusti, Teo Mora",9783540494409,948,1995
,"Applied Algebra, Algebraic Algorithms and Error-Correcting Codes: 5th International Conference, AAECC-5 Menorca",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51082-6,"Llorenç Huguet, Alain Poli",9783540461500,356,1989
,"Applied Algebra, Algebraic Algorithms and Error-Correcting Codes: 6th International Conference, AAECC-6 Rome",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-51083-4,Teo Mora,9783540461524,357,1989
,"Applied Algebra, Algebraic Algorithms and Error-Correcting Codes: 8th International Conference, AAECC-8 Tokyo",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54195-0,Shojiro Sakata,9783540474890,508,1991
,"Applied Algebra, Algebraic Algorithms and Error-Correcting Codes: 9th International Symposium, AAECC-9 New Orleans",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-54522-0,"Harold F. Mattson, Teo Mora, T. R. N. Rao",9783540384366,539,1991
,"Applied Algebra, Algorithmics and Error-Correcting Codes",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-16767-6,Alain Poli,9783540388135,228,1986
,Applied Asymptotic Analysis,American Mathematical Society,Mathematics,https://www.ams.org/books/gsm/075/,Peter D. Miller,9781470411541, ,2006
,Applied Chemistry,McGraw Hill,CoreEngineering,https://resolver.vitalsource.com/9781259050459/?brand=mcgrawhillindia.vitalsource.com  ,Palanisamy,,,2011
,Applied Chemistry and Chemical Engineering,Taylor & Francis,"Engineering & Technology, Physical Sciences, Chemical Engineering, Chemistry",www.taylorfrancis.com/books/9781315197616,"Haghi , A. K.",9781315197616,,2018
,Applied Colloid and Surface Chemistry,Wiley,"Physical Sciences & Engineering, Materials Science",https://onlinelibrary.wiley.com/doi/book/10.1002/0470014709,Pashley,9780470014707,,2004
,Applied Computational Geometry Towards Geometric Engineering,Springer,Computer Science,http://dx.doi.org/10.1007/BFb0014474,"Ming C. Lin, Dinesh Manocha",9783540706809,1148,1996
,Applied Computer Sciences in Engineering,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61834-6,"Juan Carlos Figueroa-García, Fabián Steven Garay-Rairán, Germán Jairo Hernández-Pérez, Yesid Díaz-Gutierrez",9783030618346,,2020
,Applied Computing to Support Industry: Innovation and Technology,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-38752-5,"Mohammed I. Khalaf, Dhiya Al-Jumeily, Alexei Lisitsa",9783030387525,,2020
,Applied Conversation Analysis,SAGE Publications Ltd,Conversation,https://doi.org/10.4135/9781071802663,Lester,9781071802663,,2019
,Applied Correspondence Analysis,SAGE Publications Ltd,Correspondence,https://doi.org/10.4135/9781412983426,Sten Erik Clausen,9781412983426,,1998
,Applied Cryptography and Network Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57808-4,"Mauro Conti, Jianying Zhou, Emiliano Casalicchio, Angelo Spognardi",9783030578084,,2020
,Applied Cryptography and Network Security,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-57878-7,"Mauro Conti, Jianying Zhou, Emiliano Casalicchio, Angelo Spognardi",9783030578787,,2020
,Applied Cryptography and Network Security Workshops,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61638-0,"Jianying Zhou, Mauro Conti, Chuadhry Mujeeb Ahmed, Man Ho Au, Lejla Batina, Zhou Li, Jingqiang Lin, Eleonora Losiouk, Bo Luo, Suryadipta Majumdar, Weizhi Meng, Martín Ochoa, Stjepan Picek, Georgios Portokalidis, Cong Wang, Kehuan Zhang",9783030616380,,2020
,Applied Digital Logic Exercises Using FPGAs,Institute of Physics Publishing ,"Physcis , Mathematics and computation",https://iopscience.iop.org/book/978-1-6817-4660-9,"Wick, K",9781681746616,,2017
,Applied Discrete Structures,New Age International,"Mathematics , Discrete Mathematics",http://elib4u.ipublishcentral.com/product/applied-discrete-structures ,K D Joshi,9788122442113,2nd ed.,2014
,Applied Econometric Time Series,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/282318,Enders,9788126597888,4th ed.,2020
,Applied Guide to Research Designs,SAGE Publications Ltd,Research Designs,https://doi.org/10.4135/9781071802779 ,Edmonds,9781071802779,,2017
,Applied Informatics,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-61702-8,"Hector Florez, Sanjay Misra",9783030617028,,2020
,Applied Interval Analysis,Springer Nature,Computer Science,https://doi.org/10.1007/978-1-4471-0249-6,"Luc Jaulin, Michel Kieffer, Olivier Didrit, Eric Walter",9781447102496,,2001
,Applied Inverse Problems,Springer,Physics,http://dx.doi.org/10.1007/3-540-09094-0,Pierre C. Sabatier,9783540355946,85,1978
,Applied Linear Regression. Wiley Series in Probability and Statistics,Wiley,Mathematics,https://ebookcentral.proquest.com/lib/iitdelhi/detail.action?docID=226624&query=,"Weisberg, S.",9780471704089,3rd ed.,2005
,Applied Logistic Regression Analysis,SAGE Publications Ltd,Regression,https://doi.org/10.4135/9781412983433,Scott Menard,9781412983433,2nd ed.,1997
,Applied Machine Learning,McGraw Hill,Computer Science,https://resolver.vitalsource.com/9789354601408/?brand=mcgrawhillindia.vitalsource.com  ,Gopal,,2nd ed.,2021
,Applied multivariate statistical analysis ,Pearson,B&E,https://admin.elibrary.in.pearson.com/api/1.0/org/10032022/launchlibrary,Richard A. Johnson,9781292037578,6th ed.,2015
,Applied Numerical Analysis with MATLAB®/Simulink®,Synthesis Collection of Technology (R0),Computational Mathematics,https://doi.org/10.1007/978-3-031-19366-8,Farzin Asadi,9783031193668,,2023
,Applied Numerical Methods using MATLAB,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/284103,Yang,9789390421077,,2020
,Applied Numerical Methods with MATALAB for Engineers and Scientists,McGraw Hill,ComputerScience,https://resolver.vitalsource.com/9781265651947/?brand=mcgrawhillindia.vitalsource.com  ,Chapra,,5th ed.,2023
,"Applied Parallel Computing Computations in Physics, Chemistry and Engineering Science",Springer,Computer Science,http://dx.doi.org/10.1007/3-540-60902-4,"Jack Dongarra, Kaj Madsen, Jerzy Waśniewski",9783540496700,1041,1996
,Applied Parallel Computing Industrial Computation and Optimization,Springer,Computer Science,http://dx.doi.org/10.1007/3-540-62095-8,"Jerzy Waśniewski, Jack Dongarra, Kaj Madsen, Dorte Olesen",9783540496434,1184,1996
,Applied Quantum Mechanics,Cambridge University Press,"Engineering, Materials Science,Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/CBO9780511801914,Levi,9780511801914,2nd ed.,2012
,Applied Quantum Mechanics,Cambridge University Press,"Electronic, Optoelectronic Devices, and Nanotechnology,Engineering,Physics and Astronomy,Quantum Physics and Quantum Information",https://doi.org/10.1017/9781009308083,Levi,9781009308083,3rd ed.,2023
,"Applied Reconfigurable Computing. Architectures, Tools, and Applications",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-44534-8,"Fernando Rincón, Jesús Barba, Hayden K. H. So, Pedro Diniz, Julián Caba",9783030445348,,2020
,Applied Regression,SAGE Publications Ltd,Regression,https://doi.org/10.4135/9781412983440,Michael Lewis-Beck,9781412983440,,1980
,Applied Regression,SAGE Publications Ltd,Regression,https://doi.org/10.4135/9781483396774,Michael Lewis-Beck; Colin Lewis-Beck,9781483396774,2nd ed.,2016
,Applied Research Design,SAGE Publications Ltd,Research,https://doi.org/10.4135/9781412983457,Terry Elizabeth Hedrick; Leonard Bickman; Debra J. Rog,9781412983457,,1993
,Applied Sonochemistry - Uses of Power Ultrasound  in Chemistry and Processing,Wiley,"Chemistry, Industrial Chemistry",https://onlinelibrary.wiley.com/doi/book/10.1002/352760054X,Mason,9783527600540,,2002
,Applied Statistics and Probability for Engineers,Wiley India,Engineering,https://ebooks.wileyindia.com/product-details/282181,Montgomery,9788126595112,6th ed.,2020
,Applied Statistics with SPSS,SAGE Publications Ltd,"Statistics, Computer programs",https://doi.org/10.4135/9781446249390,Eelko Huizingh,9781446249390,,2007
,Applied Statistics: In Business and Economics,McGraw Hill,Operations & Decision Sciences,https://resolver.vitalsource.com/9789390113057/?brand=mcgrawhillindia.vitalsource.com  ,Doane,,6th ed.,2019
,Applied Stochastic Modeling,Synthesis Collection of Technology (R0),Applied Statistics,https://doi.org/10.1007/978-3-031-31282-3,"Liliana Blanco-Castañeda, Viswanathan Arunachalam",9783031312823,,2023
,Applied Surfactants - Principles and Applications,Wiley,"Chemistry, Industrial Chemistry",https://onlinelibrary.wiley.com/doi/book/10.1002/3527604812,Tadros,9783527604814,,2005
,Applied Survey Sampling,SAGE Publications Ltd,"Research, sampling methods",https://doi.org/10.4135/9781483394022,Edward Blair,9781483394022,,2015
,"Applied Technologies, Part I",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-42517-3,Miguel Botto-Tobar…(et al.),9783030425173,,2020
,"Applied Technologies, Part II",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-42520-3,Miguel Botto-Tobar…(et al.),9783030425203,,2020
,"Applied Technologies, Part III",Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-42531-9,Miguel Botto-Tobar…(et al.),9783030425319,,2020
,Applied Thematic Analysis,SAGE Publications Ltd,Methodology,https://doi.org/10.4135/9781483384436,Greg Guest; Kathleen M. MacQueen; Emily E. Namey,9781483384436,,2012
,Applying Data Science,Springer,Computer Science,http://link.springer.com/openurl?genre=book&isbn=978-3-030-36375-8,Arthur K. Kordon,9783030363758,,2020
,Applying Fractals in Astronomy,Springer,Physics,http://dx.doi.org/10.1007/978-3-540-47582-8,"André Heck, Jean M. Perdang",9783540475828,3,1991
,Applying Multiple-Reaction Stoichiometry to Chemical Reactor Modelling,Synthesis Collection of Technology (R0),"Industrial Chemistry, Chemical Engineering",https://doi.org/10.1007/978-3-031-42375-8,"Guillermo Fernando Barreto, Carlos Daniel Luzi",9783031423758,,2024
,Applying Reinforcement Learning on Real-World Data with Practical Examples in Python,Synthesis Collection of Technology (R0),Artificial Intelligence,https://doi.org/10.1007/978-3-031-79167-3,"Philip Osborne, Kajal Singh, Matthew E. Taylor",9783031791673,,2022
,Appreciative Inquiry,SAGE Publications Ltd,Appreciative inquiry,https://doi.org/10.4135/9781412983464,Jan Reed,9781412983464,,2007
,Approach to the Selberg Trace Formula via the Selberg Zeta-Function,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0077696,Jürgen Fischer,9783540393313,1253,1987
,Approximability of Optimization Problems through Adiabatic Quantum Computation,Synthesis Collection of Technology (R0),"Mathematics, Quantum Physics",https://doi.org/10.1007/978-3-031-02519-8,"William Cruz-Santos, Guillermo Morales-Luna",9783031025198,,2014
,Approximants de Padé,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0061327,Jacek Gilewicz,9783540357520,667,1978
,"Approximate Computing and its Impact on Accuracy, Reliability and Fault-Tolerance",Synthesis Collection of Technology (R0),Circuits and Systems,https://doi.org/10.1007/978-3-031-15717-2,"Gennaro S. Rodrigues, Fernanda L. Kastensmidt, Alberto Bosio",9783031157172,,2022
,Approximate Identities and Factorization in Banach Modules,Springer,Mathematics,http://dx.doi.org/10.1007/BFb0098610,"Robert S. Doran, Josef Wichmann",9783540385332,768,1979
